scorer,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000,DLC_resnet50_45_flatFeb10shuffle1_500000
8,628.482177734375,878.940185546875,0.9999740123748779,811.1818237304688,873.0158081054688,0.9578742980957031,815.9707641601562,596.4384765625,0.9999963045120239,863.4021606445312,626.3260498046875,0.9992843270301819,941.450439453125,708.9299926757812,0.9995512366294861,931.348876953125,776.9993896484375,0.9994673132896423,867.5693969726562,717.154541015625,0.04885558411478996,556.1582641601562,423.53961181640625,0.9999868869781494,795.6549072265625,656.0294799804688,0.5856850743293762
9,628.482177734375,879.0595703125,0.9999749660491943,811.1818237304688,872.9324340820312,0.9667775630950928,811.91357421875,591.667724609375,0.9999746084213257,859.5012817382812,622.9645385742188,0.9995214939117432,938.0007934570312,709.7230834960938,0.9996500015258789,929.8165283203125,776.9993896484375,0.9996427297592163,867.6124877929688,717.5992431640625,0.027161141857504845,556.1817626953125,423.53961181640625,0.9999865293502808,795.6549072265625,655.2520141601562,0.2789088487625122
10,628.4932250976562,878.940185546875,0.999975323677063,811.4865112304688,872.8607177734375,0.9630997180938721,809.4427490234375,587.5956420898438,0.999910831451416,856.7056274414062,620.7152099609375,0.9997652173042297,936.4916381835938,709.7230834960938,0.9998088479042053,929.4465942382812,776.9993896484375,0.9996916055679321,869.228271484375,721.1329956054688,0.14255015552043915,556.1817626953125,423.4823303222656,0.9999856948852539,795.6549072265625,654.9004516601562,0.060331378132104874
11,628.4932250976562,878.9215087890625,0.9999750852584839,811.5488891601562,872.8737182617188,0.9592111110687256,806.9103393554688,583.55078125,0.9999957084655762,853.904541015625,617.1358032226562,0.9997100234031677,932.9147338867188,709.7230834960938,0.9999372959136963,927.8989868164062,776.6924438476562,0.999484658241272,869.228271484375,721.1329956054688,0.11534798890352249,556.1694946289062,423.4823303222656,0.9999850988388062,794.4097290039062,654.8435668945312,0.0029448813293129206
12,628.5086059570312,879.0254516601562,0.9999743700027466,811.4865112304688,872.8607177734375,0.9633058309555054,804.3529663085938,579.67724609375,0.9999994039535522,849.9711303710938,614.7980346679688,0.9998880624771118,928.3116455078125,709.540771484375,0.9999489784240723,926.6840209960938,775.7984008789062,0.9997169375419617,869.228271484375,721.1329956054688,0.5956363081932068,556.1536254882812,423.51190185546875,0.9999865293502808,794.4097290039062,654.9004516601562,0.00215544574894011
13,628.4932250976562,878.9215087890625,0.9999747276306152,811.3062744140625,872.8387451171875,0.9610324501991272,801.1158447265625,577.0106811523438,0.9999978542327881,847.232666015625,613.3798217773438,0.9998981952667236,925.20703125,708.6996459960938,0.9999395608901978,923.6998901367188,773.479736328125,0.999946117401123,869.228271484375,721.1738891601562,0.8957631587982178,556.0867919921875,423.51190185546875,0.9999860525131226,794.4097290039062,654.9004516601562,0.010601883754134178
14,628.4932250976562,878.9215087890625,0.9999759197235107,811.4923706054688,872.752685546875,0.9528520107269287,798.1281127929688,573.8059692382812,0.9999508857727051,844.2086181640625,611.7109985351562,0.9998742341995239,921.3638916015625,707.6900024414062,0.9999309778213501,921.5737915039062,771.6026000976562,0.9999477863311768,869.228271484375,721.1738891601562,0.8281272649765015,556.0867919921875,423.51190185546875,0.9999861717224121,767.6381225585938,631.717529296875,0.0035486845299601555
15,628.5086059570312,878.9773559570312,0.999972939491272,811.3062744140625,872.3950805664062,0.9559324979782104,795.8851318359375,572.1473999023438,0.9999607801437378,841.0021362304688,610.2178344726562,0.999956488609314,918.5751953125,706.1923217773438,0.9999855756759644,919.1705322265625,769.9193725585938,0.9999712705612183,869.3762817382812,720.6958618164062,0.9181751608848572,556.0867919921875,423.5254821777344,0.9999860525131226,767.6381225585938,631.717529296875,0.0036432582419365644
16,628.5324096679688,878.9773559570312,0.9999754428863525,811.27685546875,872.3742065429688,0.9499870538711548,792.2564086914062,569.5206909179688,0.9999650716781616,837.5960083007812,608.77294921875,0.9999861717224121,915.5652465820312,704.5055541992188,0.9999808073043823,918.0914916992188,769.5919189453125,0.999981164932251,869.3762817382812,720.767333984375,0.9996471405029297,556.187255859375,423.5254821777344,0.9999855756759644,756.7171020507812,624.917724609375,0.12022887170314789
17,628.5324096679688,878.9773559570312,0.9999735355377197,811.3062744140625,872.177734375,0.9517132639884949,789.673583984375,567.1524658203125,0.9999980926513672,834.19189453125,606.3187255859375,0.9999780654907227,912.8160400390625,704.0267333984375,0.9999594688415527,917.0084228515625,768.6572265625,0.9999814033508301,869.3762817382812,720.9119262695312,0.9999797344207764,556.2894287109375,423.5254821777344,0.9999855756759644,755.731201171875,624.0650634765625,0.28513631224632263
18,628.5324096679688,878.97802734375,0.9999731779098511,811.451171875,871.9777221679688,0.9469869136810303,786.8616333007812,565.3275756835938,0.9999992847442627,831.598876953125,604.4923095703125,0.9999438524246216,910.6862182617188,703.0556030273438,0.999893069267273,915.3576049804688,767.28515625,0.9999815225601196,869.0816040039062,720.9119262695312,0.9999910593032837,556.3330078125,423.5254821777344,0.9999866485595703,754.190673828125,620.923828125,0.22387167811393738
19,628.5324096679688,878.97802734375,0.9999744892120361,811.451171875,871.7786254882812,0.9539021849632263,783.968505859375,563.3521118164062,0.9999985694885254,829.3463745117188,602.8875732421875,0.9998053908348083,908.1826782226562,702.6749877929688,0.9997851252555847,912.97900390625,765.5873413085938,0.9999783039093018,868.90576171875,720.9119262695312,0.9999955892562866,556.2894287109375,423.5254821777344,0.9999849796295166,752.0452880859375,616.1399536132812,0.03560582920908928
20,628.52685546875,878.97802734375,0.9999767541885376,811.451171875,871.7786254882812,0.9476183652877808,781.1931762695312,561.2623901367188,0.9999911785125732,826.4844970703125,601.46728515625,0.9998050332069397,906.25,702.1359252929688,0.999642014503479,912.5081787109375,765.57080078125,0.9999879598617554,868.8456420898438,720.9119262695312,0.9999972581863403,556.3118286132812,423.48687744140625,0.9999836683273315,751.06103515625,613.5699462890625,0.007395263761281967
21,628.5060424804688,878.97802734375,0.999976396560669,811.451171875,871.9697265625,0.9509475827217102,778.287841796875,559.250244140625,0.9999765157699585,823.64501953125,599.76904296875,0.999970555305481,905.4664916992188,701.6609497070312,0.9998118281364441,911.4195556640625,764.7347412109375,0.9999874830245972,868.4396362304688,720.9119262695312,0.9999973773956299,556.3118286132812,423.48687744140625,0.9999849796295166,745.0537719726562,611.2738647460938,0.006025949027389288
22,628.5060424804688,878.9722290039062,0.9999744892120361,811.51318359375,871.9697265625,0.9325445294380188,775.5779418945312,556.2944946289062,0.9999860525131226,820.919677734375,596.2249755859375,0.999994158744812,903.8250122070312,699.6378784179688,0.999886155128479,910.1981811523438,763.7244873046875,0.9999754428863525,868.0872192382812,720.5012817382812,0.9999971389770508,556.2666015625,423.50555419921875,0.9999858140945435,739.792724609375,608.8211669921875,0.01125654298812151
23,628.5369873046875,878.9722290039062,0.999972939491272,811.3959350585938,871.9697265625,0.9375450015068054,772.8785400390625,554.0485229492188,0.9999932050704956,817.6737060546875,593.6394653320312,0.9999904632568359,902.1144409179688,698.2346801757812,0.9998658895492554,907.5397338867188,761.360595703125,0.9999586343765259,867.8528442382812,719.359375,0.9999935626983643,556.2666015625,423.50555419921875,0.9999858140945435,738.996337890625,607.5375366210938,0.09772323817014694
24,628.5369873046875,878.9722290039062,0.9999752044677734,811.3261108398438,872.1224365234375,0.9434624910354614,770.2556762695312,551.0234375,0.9999986886978149,815.8102416992188,590.80810546875,0.9999117851257324,900.5667114257812,696.7153930664062,0.999666690826416,905.6233520507812,760.4982299804688,0.9999592304229736,867.8528442382812,718.9515380859375,0.999992847442627,556.3118286132812,423.50555419921875,0.9999854564666748,736.8204956054688,604.8278198242188,0.03808411955833435
25,628.5369873046875,879.0283203125,0.9999759197235107,811.3959350585938,872.1224365234375,0.942055881023407,767.3464965820312,547.8236083984375,0.999998927116394,813.7738647460938,588.295654296875,0.9998053908348083,899.1763916015625,696.4734497070312,0.9991374015808105,903.3753662109375,758.2064819335938,0.9999852180480957,867.8528442382812,718.6371459960938,0.9999933242797852,556.319580078125,423.5243225097656,0.9999837875366211,734.3296508789062,598.9857788085938,0.011850875802338123
26,628.5369873046875,879.0283203125,0.9999778270721436,811.3261108398438,872.1224365234375,0.9384202361106873,764.26416015625,544.3292236328125,0.9999927282333374,810.3505249023438,585.5325317382812,0.999761164188385,897.8806762695312,696.008056640625,0.9922980666160583,900.5706787109375,755.2862548828125,0.999990701675415,867.9791870117188,718.3935546875,0.9999899864196777,556.319580078125,423.5243225097656,0.9999821186065674,734.08642578125,596.5404663085938,0.0068784854374825954
27,628.5369873046875,879.0283203125,0.9999748468399048,811.3261108398438,872.2510986328125,0.9464074373245239,760.7845458984375,540.4415283203125,0.9999802112579346,807.3132934570312,581.7788696289062,0.9999821186065674,892.7462768554688,694.528076171875,0.9617363810539246,895.9296264648438,751.420654296875,0.9994730353355408,868.233154296875,718.2487182617188,0.9999853372573853,556.42724609375,423.65679931640625,0.9999841451644897,725.0983276367188,594.2874755859375,0.12584683299064636
28,628.3997192382812,879.0283203125,0.9999741315841675,811.3335571289062,872.2977294921875,0.9489573240280151,757.5930786132812,536.3992919921875,0.9999961853027344,804.352294921875,577.2387084960938,0.9999805688858032,891.7033081054688,688.646728515625,0.9073686599731445,894.6058349609375,750.3181762695312,0.9963284134864807,868.233154296875,718.038818359375,0.999974250793457,556.4607543945312,423.64990234375,0.9999862909317017,724.3468017578125,593.2763671875,0.6878355741500854
29,628.3997192382812,878.9796752929688,0.9999731779098511,811.3864135742188,872.547119140625,0.9576510787010193,754.0816040039062,532.352783203125,0.9999992847442627,800.9369506835938,571.8696899414062,0.9999072551727295,889.7853393554688,677.4237060546875,0.3613959848880768,889.6370849609375,741.7279052734375,0.9976179003715515,868.233154296875,716.5903930664062,0.9998890161514282,556.42724609375,423.541748046875,0.9999841451644897,724.2919921875,592.092041015625,0.29846879839897156
30,628.4868774414062,878.6015625,0.999975323677063,811.3335571289062,872.5924072265625,0.96275794506073,749.5695190429688,528.1244506835938,0.999984622001648,796.4816284179688,566.5178833007812,0.9998335838317871,883.7584838867188,661.6685180664062,0.31168845295906067,884.3346557617188,732.7869873046875,0.999016284942627,866.6836547851562,712.6171264648438,0.995989978313446,556.4022216796875,423.541748046875,0.9999834299087524,723.0648803710938,590.0958862304688,0.008405029773712158
31,628.4868774414062,878.9121704101562,0.9999755620956421,811.3335571289062,872.7794189453125,0.955209493637085,745.2974853515625,523.3186645507812,0.9999454021453857,792.3494873046875,560.1867065429688,0.9998998641967773,880.2344360351562,657.8610229492188,0.23689661920070648,882.5674438476562,728.681884765625,0.998149037361145,864.92529296875,711.26611328125,0.9901384115219116,556.4022216796875,423.541748046875,0.999984860420227,720.58935546875,588.566162109375,0.012317754328250885
32,628.4868774414062,878.9796752929688,0.999971866607666,811.212890625,872.7816162109375,0.9548931121826172,741.7777099609375,518.5902709960938,0.9999983310699463,789.64404296875,554.4613037109375,0.9999164342880249,870.8322143554688,648.9669189453125,0.7901600003242493,875.5894165039062,725.0791015625,0.9800337553024292,859.0864868164062,707.6104125976562,0.8843597173690796,556.3695068359375,423.541748046875,0.9999847412109375,718.8512573242188,586.7835083007812,0.017582517117261887
33,628.529296875,878.9655151367188,0.9999749660491943,811.212890625,872.7816162109375,0.961505115032196,738.7106323242188,515.5867919921875,0.9999994039535522,786.2723388671875,550.287841796875,0.9999294281005859,869.1846923828125,646.6463623046875,0.9984928369522095,872.5322875976562,724.5219116210938,0.9566247463226318,850.2221069335938,696.8268432617188,0.6349924206733704,556.3695068359375,423.541748046875,0.9999855756759644,713.6537475585938,581.554443359375,0.06914322823286057
34,628.4868774414062,878.9121704101562,0.9999747276306152,811.0223999023438,873.2329711914062,0.9653952717781067,735.2591552734375,512.4710083007812,0.9999934434890747,782.5594482421875,544.6214599609375,0.9996376037597656,866.7311401367188,641.3470458984375,0.9999269247055054,869.1720581054688,723.5260620117188,0.9999614953994751,782.6266479492188,642.18505859375,0.8642457723617554,556.3654174804688,423.5233459472656,0.9999849796295166,713.3751831054688,580.1649780273438,0.016964208334684372
35,628.4368896484375,878.9121704101562,0.9999741315841675,811.0223999023438,873.2329711914062,0.9675117135047913,732.5557250976562,509.36492919921875,0.9999445676803589,780.1415405273438,541.1796875,0.9995087385177612,866.7311401367188,637.5703735351562,0.999946117401123,868.2645263671875,723.112548828125,0.9999802112579346,782.6266479492188,641.4791870117188,0.34478798508644104,556.3695068359375,423.4921569824219,0.9999837875366211,713.3751831054688,580.1649780273438,0.021270865574479103
36,628.4368896484375,878.55419921875,0.9999717473983765,811.2103271484375,873.2329711914062,0.9665639996528625,730.0293579101562,504.9343566894531,0.99997878074646,777.442626953125,537.6659545898438,0.9991917014122009,865.8601684570312,635.4813232421875,0.9995678067207336,865.447021484375,719.538818359375,0.9999567270278931,781.7020263671875,641.1719360351562,0.009162446483969688,556.4473876953125,423.4921569824219,0.9999852180480957,713.3751831054688,580.1649780273438,0.008049988187849522
37,628.4368896484375,878.55419921875,0.999976396560669,811.2454833984375,873.2329711914062,0.9727181196212769,727.462646484375,502.2358703613281,0.9999963045120239,773.8294067382812,534.294921875,0.9999191761016846,865.1836547851562,632.6573486328125,0.9991704225540161,861.66162109375,716.4533081054688,0.9998798370361328,781.7020263671875,640.7236938476562,0.016061866655945778,556.4611206054688,423.4921569824219,0.9999853372573853,861.953369140625,709.798583984375,0.0034417558927088976
38,628.4368896484375,878.55419921875,0.9999728202819824,811.2543334960938,873.341796875,0.9657419323921204,724.9737548828125,499.4646301269531,0.9999990463256836,771.0281372070312,530.050537109375,0.9999568462371826,863.079833984375,628.0313720703125,0.9999045133590698,858.1400756835938,713.8906860351562,0.9998953342437744,781.0262451171875,617.4700927734375,0.0032977077644318342,556.5648803710938,423.4921569824219,0.999984860420227,861.953369140625,709.798583984375,0.00650776457041502
39,628.4183959960938,878.5387573242188,0.9999746084213257,811.2543334960938,873.341796875,0.9682576656341553,722.2088623046875,496.2763366699219,0.9999974966049194,768.6692504882812,526.6588134765625,0.9998704195022583,858.2936401367188,620.3897094726562,0.9996161460876465,856.7683715820312,711.5833740234375,0.9999500513076782,778.9793090820312,612.4268798828125,0.007182146888226271,556.5648803710938,423.54095458984375,0.9999830722808838,861.953369140625,709.798583984375,0.005859941244125366
40,628.2926025390625,878.5387573242188,0.9999723434448242,811.2543334960938,873.341796875,0.9703026413917542,719.24658203125,492.19085693359375,0.9999752044677734,765.9564819335938,522.2034912109375,0.9996694326400757,853.3220825195312,616.720703125,0.9999685287475586,855.644775390625,708.718994140625,0.9999744892120361,762.9132690429688,600.3555297851562,0.9427374601364136,556.5648803710938,423.54095458984375,0.9999834299087524,860.8855590820312,699.1316528320312,0.004659568425267935
41,628.44775390625,878.9556884765625,0.9999731779098511,811.1427612304688,873.3477783203125,0.9689421653747559,716.2013549804688,488.2252502441406,0.9999819993972778,762.5303955078125,517.6468505859375,0.9997610449790955,850.6571655273438,615.1284790039062,0.9999713897705078,852.1153564453125,703.65771484375,0.9999749660491943,762.9132690429688,600.3555297851562,0.9997159838676453,556.5451049804688,423.54327392578125,0.9999837875366211,859.3356323242188,698.7164916992188,0.006831032689660788
42,628.44775390625,878.9556884765625,0.9999748468399048,811.087646484375,873.3477783203125,0.9682292938232422,713.111328125,486.2093200683594,0.9999908208847046,758.3857421875,512.0648803710938,0.9998639822006226,846.4482421875,615.0073852539062,0.9999614953994751,848.8564453125,699.4136962890625,0.9999173879623413,750.1240234375,591.8434448242188,0.9997703433036804,556.5451049804688,423.54327392578125,0.9999847412109375,853.1697998046875,697.765625,0.016273606568574905
43,628.44775390625,879.0064697265625,0.9999741315841675,811.0726928710938,873.3477783203125,0.9705477356910706,710.571044921875,483.2706298828125,0.9999988079071045,754.12255859375,507.9030456542969,0.9999145269393921,843.30322265625,613.1358032226562,0.9999703168869019,847.3235473632812,697.2815551757812,0.9998071789741516,741.01708984375,585.4420166015625,0.999956488609314,556.5451049804688,423.54327392578125,0.9999836683273315,851.5751953125,697.1153564453125,0.041677944362163544
44,628.5147094726562,879.0064697265625,0.9999758005142212,811.087646484375,873.1611938476562,0.9706833958625793,707.7128295898438,480.42694091796875,0.9999983310699463,751.1510009765625,504.5722961425781,0.9997608065605164,841.3001098632812,610.9730834960938,0.9999774694442749,845.3990478515625,695.3037719726562,0.9997254014015198,733.6405029296875,585.4420166015625,0.999832272529602,556.5451049804688,423.57171630859375,0.9999834299087524,850.4780883789062,696.594482421875,0.08611442893743515
45,628.5444946289062,879.0091552734375,0.9999755620956421,811.1427612304688,873.1611938476562,0.9683870077133179,704.5527954101562,477.01019287109375,0.9999856948852539,748.9378662109375,502.5458679199219,0.9999454021453857,838.9890747070312,608.5440673828125,0.9999892711639404,843.83642578125,687.888916015625,0.999784529209137,725.0457763671875,585.4420166015625,0.9998025298118591,556.5631103515625,423.6094970703125,0.9999836683273315,845.4610595703125,691.1524047851562,0.07951620221138
46,628.5810546875,879.011962890625,0.9999737739562988,811.1212768554688,873.1001586914062,0.96990966796875,700.4728393554688,472.5234680175781,0.9999681711196899,744.5765380859375,499.7707214355469,0.9999666213989258,835.569580078125,604.6013793945312,0.9999868869781494,841.6911010742188,679.7626953125,0.9999496936798096,718.5016479492188,584.570556640625,0.999932050704956,556.5631103515625,423.6556396484375,0.9999841451644897,841.306640625,691.1524047851562,0.17926746606826782
47,628.5444946289062,879.011962890625,0.9999743700027466,811.2260131835938,872.988525390625,0.9729391932487488,697.10693359375,468.974609375,0.9999887943267822,740.3411254882812,497.33367919921875,0.9999911785125732,833.8173828125,601.4159545898438,0.9999719858169556,839.846435546875,676.3079833984375,0.9999840259552002,718.07861328125,584.570556640625,0.9999276399612427,556.4854736328125,423.727294921875,0.9999827146530151,838.90478515625,691.0281982421875,0.1384020894765854
48,628.5444946289062,879.0364990234375,0.9999773502349854,811.2260131835938,872.984619140625,0.9685878157615662,694.12451171875,465.2690734863281,0.9999977350234985,736.5474853515625,494.5550842285156,0.999942421913147,830.7550659179688,598.7005004882812,0.99996018409729,837.6831665039062,674.3143920898438,0.9999860525131226,717.20166015625,584.570556640625,0.9999723434448242,556.4690551757812,423.7413635253906,0.9999830722808838,838.161865234375,690.805419921875,0.05613480880856514
49,628.495849609375,879.0364990234375,0.9999749660491943,811.146728515625,872.988525390625,0.96656334400177,690.05322265625,460.95977783203125,0.999991774559021,734.353271484375,489.827392578125,0.9998811483383179,829.2725830078125,595.5149536132812,0.9999731779098511,835.2962036132812,669.6078491210938,0.9999769926071167,717.1796264648438,583.5593872070312,0.999987006187439,556.4690551757812,423.7622375488281,0.9999828338623047,834.9421997070312,684.0195922851562,0.014298597350716591
50,628.495849609375,879.0364990234375,0.9999738931655884,811.146728515625,873.1001586914062,0.963566243648529,685.4456787109375,455.5732116699219,0.9999841451644897,729.6679077148438,485.907470703125,0.9999721050262451,827.4557495117188,590.90869140625,0.9999097585678101,832.374267578125,663.1264038085938,0.9999903440475464,716.7366943359375,582.298828125,0.9999915361404419,556.4690551757812,423.7749328613281,0.9999837875366211,827.3634643554688,675.4873046875,0.007212433498352766
51,628.495849609375,879.0364990234375,0.9999741315841675,811.1514892578125,873.1475219726562,0.9649170637130737,680.9837036132812,451.2565002441406,0.9999897480010986,724.106689453125,481.2190246582031,0.9999955892562866,826.1820678710938,585.7573852539062,0.9999287128448486,829.1801147460938,654.1371459960938,0.999910831451416,716.347900390625,580.6860961914062,0.9999929666519165,556.4185180664062,423.8203125,0.9999839067459106,644.3511962890625,510.3095703125,0.007180239539593458
52,628.5020751953125,879.0364990234375,0.9999732971191406,811.1514892578125,873.1475219726562,0.9622083306312561,677.3621215820312,447.006591796875,0.9999924898147583,720.5421142578125,476.3150634765625,0.9999698400497437,825.81201171875,579.6312866210938,0.9999707937240601,827.9398193359375,651.5487670898438,0.9998831748962402,715.2144165039062,580.4402465820312,0.9999922513961792,556.4185180664062,423.9308166503906,0.999984622001648,644.3511962890625,510.3095703125,0.01449151337146759
53,628.5020751953125,879.0886840820312,0.9999740123748779,811.2095336914062,873.1475219726562,0.9588316082954407,673.3892822265625,442.04315185546875,0.9999889135360718,716.2213134765625,472.17144775390625,0.9999159574508667,822.3690795898438,575.2725830078125,0.9999226331710815,821.9713134765625,650.2921142578125,0.9995953440666199,714.5891723632812,580.4402465820312,0.9999885559082031,556.4370727539062,423.98486328125,0.999984622001648,644.3511962890625,510.3095703125,0.03565734624862671
54,628.5020751953125,879.0886840820312,0.9999749660491943,811.2896728515625,873.0240478515625,0.9520784616470337,668.5850219726562,436.86431884765625,0.999990701675415,711.72314453125,467.09906005859375,0.9999864101409912,819.00048828125,571.6972045898438,0.9997932314872742,812.05078125,650.2921142578125,0.9978166818618774,714.5891723632812,580.4402465820312,0.9999861717224121,556.4667358398438,423.98486328125,0.9999852180480957,603.659912109375,467.64501953125,0.10961631685495377
55,628.4696655273438,879.0886840820312,0.9999740123748779,811.3447265625,872.6552734375,0.9598877429962158,664.84326171875,433.6306457519531,0.999990701675415,707.7659912109375,460.9464416503906,0.9999836683273315,815.3710327148438,569.5038452148438,0.998836100101471,807.2283935546875,651.5487670898438,0.9935882091522217,714.3289794921875,581.4786987304688,0.9999891519546509,556.4667358398438,423.98486328125,0.999987006187439,797.5874633789062,652.8110961914062,0.5612543225288391
