scorer,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,331.14398193359375,295.76080322265625,0.9998149275779724,578.528076171875,291.0807189941406,0.9999451637268066,335.76300048828125,302.95001220703125,0.0027779024094343185
1,331.1468811035156,295.9147033691406,0.9998090863227844,578.570068359375,291.0842590332031,0.999945878982544,335.8158264160156,302.9859313964844,0.002942590042948723
2,331.1742858886719,295.9517822265625,0.9998175501823425,578.5866088867188,291.089599609375,0.9999469518661499,335.8164978027344,302.9859313964844,0.0029233009554445744
3,331.1742858886719,295.9517822265625,0.9998120665550232,578.5866088867188,291.1273193359375,0.9999473094940186,335.8164978027344,302.9859313964844,0.0028673564083874226
4,331.1971740722656,295.91510009765625,0.999795138835907,578.570068359375,291.3435974121094,0.999954342842102,335.8164978027344,302.9811706542969,0.0028161818627268076
5,331.1971740722656,295.91510009765625,0.9997981190681458,578.4974365234375,291.3775329589844,0.9999502897262573,335.8164978027344,302.9421691894531,0.0029817046597599983
6,331.1971740722656,295.91510009765625,0.9997933506965637,578.4786376953125,291.4635925292969,0.9999493360519409,335.80291748046875,302.9421691894531,0.0030399311799556017
7,331.194580078125,295.91510009765625,0.9997988343238831,578.448486328125,291.5517578125,0.9999511241912842,335.80291748046875,302.9421691894531,0.003118325723335147
8,331.194580078125,295.91510009765625,0.9997919201850891,578.3788452148438,291.7891845703125,0.9999537467956543,335.80291748046875,302.9421691894531,0.0030879138503223658
9,331.1510925292969,296.0286865234375,0.9997887015342712,578.3579711914062,292.07818603515625,0.9999570846557617,335.8444519042969,302.9259338378906,0.0029057275969535112
10,331.1814880371094,296.0286865234375,0.999797523021698,578.356689453125,292.3300476074219,0.99996018409729,335.8444519042969,302.9259338378906,0.0028755369130522013
11,331.1921691894531,296.16259765625,0.9997932314872742,578.2379760742188,292.5619812011719,0.9999582767486572,335.8681335449219,302.923095703125,0.0030386224389076233
12,331.1917724609375,296.16259765625,0.9998003840446472,578.1923217773438,292.64886474609375,0.9999568462371826,335.8681335449219,302.9134826660156,0.0030952193774282932
13,331.1917724609375,296.03179931640625,0.9997878670692444,578.1804809570312,292.9881896972656,0.999954342842102,335.8444519042969,302.9134826660156,0.003033717628568411
14,331.1921691894531,296.03179931640625,0.9997897744178772,578.1796875,293.1957092285156,0.9999550580978394,335.8084411621094,302.9261779785156,0.0029767672531306744
15,331.2113342285156,296.03179931640625,0.999800980091095,578.102294921875,293.30548095703125,0.9999539852142334,335.8359069824219,302.8940734863281,0.0030700077768415213
16,331.2113342285156,296.03179931640625,0.9998052716255188,578.0869140625,293.5103759765625,0.9999558925628662,335.8359069824219,302.8940734863281,0.0031526244711130857
17,331.23272705078125,296.03179931640625,0.9998070597648621,578.0492553710938,293.68988037109375,0.999953031539917,335.8359069824219,302.8940734863281,0.0030976112466305494
18,331.23272705078125,296.1260986328125,0.9997832179069519,577.900634765625,293.9290771484375,0.9999517202377319,335.8404541015625,302.8420715332031,0.0032031943555921316
19,331.18804931640625,296.1260986328125,0.999782145023346,577.88720703125,293.99908447265625,0.9999487400054932,335.8404541015625,302.8420715332031,0.0030827028676867485
20,331.1736145019531,296.1260986328125,0.9997805953025818,577.8772583007812,294.0625915527344,0.9999469518661499,335.8764953613281,302.83111572265625,0.003200809471309185
21,331.18804931640625,296.1260986328125,0.9997897744178772,577.8772583007812,294.07574462890625,0.9999488592147827,335.8526916503906,302.83111572265625,0.0033599073067307472
22,331.18804931640625,296.1260986328125,0.9997983574867249,577.8772583007812,294.0975341796875,0.9999463558197021,335.8526916503906,302.8262023925781,0.003137219464406371
23,331.1736145019531,296.2330627441406,0.9997836947441101,577.8772583007812,294.1520690917969,0.9999455213546753,335.87799072265625,302.79058837890625,0.0031969593837857246
24,331.1736145019531,296.2330627441406,0.9997876286506653,577.8772583007812,294.1520690917969,0.9999436140060425,335.92877197265625,302.76300048828125,0.0031442539766430855
25,331.1241760253906,296.23345947265625,0.9997794032096863,577.8815307617188,294.1520690917969,0.9999462366104126,335.9517517089844,302.7248229980469,0.0032668765634298325
26,331.1241760253906,296.24395751953125,0.9997907280921936,577.8815307617188,294.07379150390625,0.9999489784240723,335.9517517089844,302.68927001953125,0.003267137100920081
27,331.1241760253906,296.24395751953125,0.9997779726982117,577.8815307617188,294.0110168457031,0.9999505281448364,335.9620056152344,302.6680603027344,0.003349116537719965
28,331.1377258300781,296.24395751953125,0.9997807145118713,577.8815307617188,294.00579833984375,0.999951958656311,335.9620056152344,302.65985107421875,0.0033471945207566023
29,331.1377258300781,296.37786865234375,0.9997792840003967,577.8815307617188,293.99072265625,0.9999523162841797,336.00592041015625,302.6353759765625,0.0032889051362872124
30,331.1377258300781,296.3976745605469,0.9997825026512146,577.8136596679688,293.9708557128906,0.9999529123306274,336.060302734375,302.60272216796875,0.0031054310966283083
31,331.0849609375,296.44342041015625,0.999774158000946,577.8136596679688,293.9445495605469,0.9999570846557617,336.0655517578125,302.5419921875,0.003459666622802615
32,331.0680236816406,296.4624938964844,0.9997782111167908,577.8002319335938,293.9227294921875,0.9999567270278931,336.0697021484375,302.51361083984375,0.0033309385180473328
33,331.0269470214844,296.4606628417969,0.9997836947441101,577.8002319335938,293.8887939453125,0.9999575614929199,336.11456298828125,302.51348876953125,0.003379450412467122
34,331.0680236816406,296.4676208496094,0.9997841715812683,577.7952880859375,293.83416748046875,0.9999600648880005,336.1350402832031,302.48944091796875,0.0033954160753637552
35,331.0457458496094,296.47357177734375,0.9997876286506653,577.7952880859375,293.70361328125,0.9999620914459229,336.14093017578125,302.4841003417969,0.0034200912341475487
36,331.0269470214844,296.5706787109375,0.9997692704200745,577.7732543945312,293.6949768066406,0.9999635219573975,336.1549072265625,302.4296569824219,0.0034750804770737886
37,331.0234680175781,296.59857177734375,0.9997743964195251,577.7732543945312,293.6823425292969,0.9999641180038452,336.2121276855469,302.388427734375,0.003491712035611272
38,331.00347900390625,296.59857177734375,0.9997795224189758,577.7392578125,293.5598449707031,0.9999657869338989,336.2650146484375,302.3673400878906,0.0034526570234447718
39,330.9970397949219,296.61383056640625,0.9997844099998474,577.7255249023438,293.41143798828125,0.9999674558639526,336.3024597167969,302.3343811035156,0.0034181023947894573
40,330.9970397949219,296.6365051269531,0.9997881054878235,577.7255249023438,293.2884826660156,0.9999679327011108,336.3200988769531,302.3070983886719,0.003524511819705367
41,331.00347900390625,296.74462890625,0.9997721314430237,577.7392578125,293.26763916015625,0.9999685287475586,336.3338317871094,302.3033752441406,0.0034611958544701338
42,330.976318359375,296.74462890625,0.9997861981391907,577.7473754882812,293.2332458496094,0.9999697208404541,336.3856201171875,302.2672119140625,0.0033506257459521294
43,330.976318359375,296.74462890625,0.9997739195823669,577.772216796875,293.212890625,0.9999710321426392,336.4059143066406,302.2526550292969,0.0033283259253948927
44,330.9308776855469,296.7333068847656,0.9997876286506653,577.7785034179688,293.1632080078125,0.9999721050262451,336.423828125,302.2506408691406,0.0034464001655578613
45,330.89990234375,296.7333068847656,0.9997925162315369,577.779296875,293.1632080078125,0.9999725818634033,336.4323425292969,302.2487487792969,0.003460097359493375
46,330.89208984375,296.7333068847656,0.9997803568840027,577.841552734375,293.1632080078125,0.9999721050262451,336.44305419921875,302.2210388183594,0.003488935763016343
