scorer,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000,DLC_resnet50_smallpole_singlelimbFeb10shuffle1_400000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,330.6277160644531,296.45977783203125,0.9997594952583313,578.3338012695312,293.5675354003906,0.9999822378158569,586.7801513671875,278.4730224609375,0.003912180196493864
1,330.6277160644531,296.45977783203125,0.9997418522834778,578.3363647460938,293.5675354003906,0.9999823570251465,586.781494140625,278.4730224609375,0.00390186277218163
2,330.65020751953125,296.45977783203125,0.999752938747406,578.3776245117188,293.5675354003906,0.9999818801879883,586.7838134765625,278.4730224609375,0.00396842323243618
3,330.6527404785156,296.4957275390625,0.9997524619102478,578.3787231445312,293.63311767578125,0.9999830722808838,586.8181762695312,278.4808044433594,0.0039045230951160192
4,330.6527404785156,296.4957275390625,0.9997524619102478,578.3776245117188,293.63311767578125,0.9999834299087524,586.8181762695312,278.4824523925781,0.003934508189558983
5,330.66748046875,296.4957275390625,0.9997485280036926,578.385498046875,293.63311767578125,0.9999822378158569,586.8181762695312,278.4761962890625,0.0039040078409016132
6,330.705810546875,296.4957275390625,0.9997509121894836,578.3919067382812,293.63311767578125,0.9999821186065674,586.8184204101562,278.4825439453125,0.003943778574466705
7,330.66998291015625,296.4957275390625,0.9997362494468689,578.385498046875,293.63311767578125,0.9999830722808838,586.7988891601562,278.4825439453125,0.003876178525388241
8,330.66748046875,296.460205078125,0.9997609257698059,578.385498046875,293.6237487792969,0.9999829530715942,586.797607421875,278.4825439453125,0.0038759373128414154
9,330.66998291015625,296.460205078125,0.9997534155845642,578.3973388671875,293.6237487792969,0.9999831914901733,586.7988891601562,278.4859313964844,0.004024773370474577
10,330.67767333984375,296.460205078125,0.9997472167015076,578.3997802734375,293.6237487792969,0.9999831914901733,586.8070678710938,278.4867858886719,0.003911879379302263
11,330.67767333984375,296.460205078125,0.9997425675392151,578.3973388671875,293.6237487792969,0.9999830722808838,586.8070678710938,278.4859313964844,0.0038869865238666534
12,330.68115234375,296.460205078125,0.9997387528419495,578.3997802734375,293.6237487792969,0.9999830722808838,586.8075561523438,278.4867858886719,0.003887381637468934
13,330.68115234375,296.4833984375,0.9997593760490417,578.3973388671875,293.59832763671875,0.9999827146530151,586.8075561523438,278.4859313964844,0.003911104518920183
14,330.68115234375,296.431884765625,0.9997604489326477,578.3829956054688,293.58856201171875,0.9999829530715942,586.8075561523438,278.49005126953125,0.003910302184522152
15,330.6826171875,296.4112548828125,0.9997443556785583,578.3829956054688,293.5813903808594,0.9999833106994629,586.8118896484375,278.4830322265625,0.003914774861186743
16,330.6826171875,296.41522216796875,0.9997522234916687,578.3829956054688,293.5813903808594,0.9999825954437256,586.8118896484375,278.4830322265625,0.00393274612724781
17,330.6997375488281,296.431884765625,0.9997574687004089,578.3829956054688,293.58856201171875,0.9999828338623047,586.8107299804688,278.47918701171875,0.003924769349396229
18,330.6997375488281,296.431884765625,0.9997496008872986,578.384765625,293.5923767089844,0.9999828338623047,586.811279296875,278.47918701171875,0.003925576340407133
19,330.6997375488281,296.4162292480469,0.9997486472129822,578.4024658203125,293.5981750488281,0.9999830722808838,586.811279296875,278.47918701171875,0.0039591193199157715
20,330.68829345703125,296.43524169921875,0.9997503161430359,578.384765625,293.5981750488281,0.9999828338623047,586.8107299804688,278.4771728515625,0.003916590474545956
21,330.66754150390625,296.4608154296875,0.9997608065605164,578.384765625,293.5948486328125,0.9999833106994629,586.808837890625,278.4771728515625,0.0038836761377751827
22,330.66754150390625,296.4608154296875,0.9997521042823792,578.3953857421875,293.5948486328125,0.9999829530715942,586.808837890625,278.4771728515625,0.00398520240560174
23,330.66754150390625,296.43524169921875,0.9997475743293762,578.3793334960938,293.5948486328125,0.9999829530715942,586.8063354492188,278.48040771484375,0.003983580972999334
24,330.6626892089844,296.447509765625,0.9997441172599792,578.3793334960938,293.5948486328125,0.9999829530715942,586.804931640625,278.4771728515625,0.003927762154489756
25,330.6624450683594,296.4608154296875,0.9997530579566956,578.3865966796875,293.60223388671875,0.999982476234436,586.804931640625,278.47528076171875,0.003940734546631575
26,330.6624450683594,296.4632873535156,0.9997467398643494,578.3865966796875,293.6029052734375,0.9999831914901733,586.8035278320312,278.47528076171875,0.0039331852458417416
27,330.65362548828125,296.4640808105469,0.9997426867485046,578.3518676757812,293.6029052734375,0.9999831914901733,586.8021240234375,278.47528076171875,0.0039377762004733086
28,330.6528015136719,296.4980773925781,0.9997497200965881,578.366943359375,293.6033935546875,0.999982476234436,586.7997436523438,278.47528076171875,0.003963538911193609
29,330.6528015136719,296.4980773925781,0.9997544884681702,578.366943359375,293.6029052734375,0.9999830722808838,586.7997436523438,278.4769592285156,0.0039023386780172586
30,330.6528015136719,296.4640808105469,0.9997507929801941,578.366943359375,293.57916259765625,0.9999828338623047,586.7997436523438,278.48236083984375,0.003969062119722366
31,330.6947937011719,296.4640808105469,0.9997485280036926,578.3846435546875,293.57916259765625,0.9999833106994629,586.80517578125,278.4897155761719,0.00391148729249835
32,330.6947937011719,296.4982604980469,0.9997627139091492,578.3846435546875,293.6098937988281,0.9999831914901733,586.80517578125,278.4897155761719,0.0039004008285701275
33,330.6947937011719,296.4466552734375,0.999748170375824,578.3846435546875,293.5959777832031,0.9999821186065674,586.80517578125,278.48236083984375,0.0038784958887845278
34,330.6947937011719,296.4466552734375,0.9997506737709045,578.3846435546875,293.5959777832031,0.9999827146530151,586.80517578125,278.4808044433594,0.004009617026895285
35,330.6571960449219,296.44537353515625,0.999747097492218,578.3745727539062,293.5959777832031,0.999982476234436,586.80126953125,278.47930908203125,0.003963888622820377
36,330.652099609375,296.44537353515625,0.9997640252113342,578.369140625,293.5959777832031,0.9999828338623047,586.77880859375,278.47930908203125,0.00395349133759737
37,330.6571960449219,296.44537353515625,0.9997598528862,578.3745727539062,293.5959777832031,0.9999825954437256,586.7857055664062,278.47930908203125,0.003973709419369698
38,330.6856384277344,296.44537353515625,0.9997434020042419,578.382080078125,293.57098388671875,0.9999822378158569,586.80126953125,278.476806640625,0.0038954662159085274
39,330.6571960449219,296.44537353515625,0.9997455477714539,578.3745727539062,293.57098388671875,0.9999828338623047,586.8011474609375,278.476806640625,0.003889921121299267
40,330.652099609375,296.50823974609375,0.9997482895851135,578.369140625,293.60076904296875,0.9999833106994629,586.7857055664062,278.48095703125,0.004013797268271446
41,330.6269836425781,296.50823974609375,0.9997568726539612,578.3461303710938,293.60076904296875,0.9999829530715942,586.7857055664062,278.48095703125,0.004002389498054981
42,330.6269836425781,296.50823974609375,0.9997503161430359,578.3461303710938,293.60076904296875,0.9999827146530151,586.7938232421875,278.4866027832031,0.0039113606326282024
43,330.6269836425781,296.50823974609375,0.9997411370277405,578.3461303710938,293.60076904296875,0.9999818801879883,586.7938232421875,278.4866027832031,0.003973319195210934
44,330.6500549316406,296.50823974609375,0.9997537732124329,578.3775634765625,293.60076904296875,0.9999825954437256,586.7938232421875,278.4866027832031,0.00393861997872591
45,330.6500549316406,296.5233459472656,0.9997566342353821,578.3775634765625,293.6191101074219,0.9999837875366211,586.7938232421875,278.4739685058594,0.0039478023536503315
46,330.6500549316406,296.5233459472656,0.9997488856315613,578.3775634765625,293.6191101074219,0.9999829530715942,586.7938232421875,278.4661560058594,0.003937009256333113
