scorer,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000
bodyparts,snout,snout,snout,glenoid,glenoid,glenoid,elbow,elbow,elbow,wrist,wrist,wrist,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,vent,vent,vent
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,-5.186522483825684,72.49483489990234,0.0002103109727613628,-1.965087890625,75.08468627929688,0.0002051177725661546,-0.09868335723876953,77.60987854003906,0.0001445375819457695,-0.12359142303466797,0.959010124206543,0.000191117447684519,0.0,76.18128204345703,0.00015895205433480442,-0.6110987663269043,0.3881871700286865,9.034894173964858e-05,0.0,1.2753698825836182,0.00017043684783857316,4.04135274887085,72.69763946533203,0.0001760625746101141
1,-5.2488603591918945,72.49483489990234,0.0002193397522205487,-1.965087890625,75.08468627929688,0.00022060445917304605,-0.11935186386108398,77.65680694580078,0.0001573733752593398,-0.12359142303466797,0.959010124206543,0.00020388953271321952,662.694091796875,515.1517333984375,0.0006832216749899089,-0.6327323913574219,0.40531229972839355,9.360047988593578e-05,-1.2735657691955566,67.75021362304688,0.00018459296552464366,4.04135274887085,72.7160873413086,0.0001912802254082635
2,-5.2563066482543945,72.5330581665039,0.00014499945973511785,-1.9944424629211426,75.08468627929688,0.000153287808643654,-0.45244503021240234,77.65680694580078,0.00011452071339590475,-1.3526864051818848,78.04035186767578,0.00015014703967608511,662.694091796875,515.4075317382812,0.00026114576030522585,-0.7094459533691406,0.4984614849090576,0.00011137767432956025,-1.2735657691955566,67.78768920898438,0.0001663899893173948,4.04135274887085,72.72418212890625,0.00013313152885530144
3,-5.260169982910156,72.49483489990234,0.0001268428168259561,-2.163221836090088,75.06620788574219,0.00015723613614682108,-0.46008920669555664,77.63531494140625,0.00010916233441093937,-1.3526864051818848,77.86250305175781,0.0001531789603177458,662.694091796875,515.484619140625,0.00020281785691622645,-0.721123218536377,0.5027694702148438,0.00010362728062318638,-1.0013160705566406,67.86609649658203,0.00015436115791089833,4.04135274887085,72.7160873413086,0.00013577779463957995
4,-5.260169982910156,72.39955139160156,0.00018983286281581968,-2.163221836090088,74.98694610595703,0.00019407006038818508,-0.46008920669555664,77.60987854003906,0.00013101930380798876,-1.3265576362609863,77.77267456054688,0.0001663384318817407,662.6666259765625,515.4075317382812,0.00016900611808523536,-0.721123218536377,0.5027694702148438,0.00010743517486844212,-0.8423304557800293,76.70549011230469,0.00016949234122876078,4.04135274887085,72.7160873413086,0.00015612848801538348
5,-5.2488603591918945,72.10881805419922,0.00037178624188527465,-1.9498634338378906,74.90774536132812,0.0002982201986014843,-0.45244503021240234,77.44481658935547,0.00021540098532568663,-1.4397716522216797,77.86250305175781,0.00025798723800107837,662.4728393554688,515.1517333984375,0.0002950443304143846,-0.721123218536377,0.5055253505706787,0.00011405972327338532,-0.8423304557800293,76.86968231201172,0.00029162655118852854,4.163543701171875,72.64141845703125,0.00023845302348490804
6,-5.260169982910156,71.95051574707031,0.00028834404656663537,-1.9498634338378906,74.8470687866211,0.0002407975698588416,-0.3147454261779785,77.42460632324219,0.00018235894094686955,-1.4397716522216797,77.86250305175781,0.0002233541599707678,661.8253173828125,515.1625366210938,0.00019307485490571707,-1.7002692222595215,75.59708404541016,9.197951294481754e-05,-0.783383846282959,76.86968231201172,0.00019097681797575206,4.163543701171875,72.64141845703125,0.0002002544788410887
7,-5.216208457946777,71.95051574707031,0.00031589376158080995,-1.9498634338378906,74.8470687866211,0.0002904642024077475,-0.2626614570617676,77.42460632324219,0.00019711827917490155,-1.409883975982666,77.86250305175781,0.00025676543009467423,-2.0933303833007812,76.07386016845703,0.00020573708752635866,-1.7002692222595215,75.59708404541016,9.69800166785717e-05,-0.783383846282959,76.80326843261719,0.0002351331349927932,4.163543701171875,72.64141845703125,0.0002343053201911971
