scorer,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000
bodyparts,snout,snout,snout,glenoid,glenoid,glenoid,elbow,elbow,elbow,wrist,wrist,wrist,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,vent,vent,vent
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,-4.811999320983887,461.1968994140625,0.00182222796138376,-1.096022605895996,459.56201171875,0.0010769108776003122,0.03451204299926758,478.05230712890625,0.0012027759803459048,-0.5155019760131836,463.17449951171875,0.0012306442949920893,-0.7614426612854004,459.966796875,0.0010131800081580877,-0.5312414169311523,461.56207275390625,0.0005438157822936773,0.0,462.45001220703125,0.0019500654889270663,4.62368106842041,457.9658508300781,0.001239268109202385
1,-4.811999320983887,461.6170349121094,0.0013202419504523277,-1.1019697189331055,459.7898254394531,0.0008779967902228236,0.03451204299926758,478.2037048339844,0.0009388497564941645,-0.6273322105407715,463.3205261230469,0.0010051793651655316,-0.7645778656005859,460.15087890625,0.0009445799514651299,-0.6508216857910156,461.7319030761719,0.0005001871031709015,0.003851175308227539,462.6193542480469,0.001996329752728343,4.62368106842041,458.19488525390625,0.0011048349551856518
2,-4.845582008361816,461.6170349121094,0.001576520618982613,-1.1657567024230957,459.7898254394531,0.0009094376000575721,0.03451204299926758,478.3462219238281,0.0008637658320367336,-0.6618385314941406,463.3205261230469,0.00099559361115098,-0.7924942970275879,460.15087890625,0.0010099929058924317,-0.7665281295776367,461.7319030761719,0.0005471540498547256,0.008089780807495117,462.6193542480469,0.0020295437425374985,4.644163131713867,458.19488525390625,0.001122743240557611
3,-4.811999320983887,461.1968994140625,0.0012485559564083815,-1.1657567024230957,459.78399658203125,0.0007224507280625403,-0.1109018325805664,478.3462219238281,0.0006771167973056436,-0.6618385314941406,463.2931213378906,0.0007009709370322526,-0.7750215530395508,460.15087890625,0.0008255285210907459,-0.7824935913085938,461.6708679199219,0.0004427963576745242,0.009861946105957031,462.6193542480469,0.0016079925699159503,4.644163131713867,458.08709716796875,0.000852285185828805
4,-4.811829566955566,461.6170349121094,0.0016183956759050488,-1.2585597038269043,459.7898254394531,0.000975566974375397,-0.1109018325805664,478.3462219238281,0.0007587072905153036,-0.6273322105407715,463.3205261230469,0.0010519359493628144,-0.7750215530395508,460.15087890625,0.0010501722572371364,-0.7824935913085938,461.7160339355469,0.0005630175583064556,0.016250133514404297,462.6193542480469,0.002160739153623581,4.765803337097168,458.19488525390625,0.0012457708362489939
5,-4.807258605957031,473.5321960449219,0.0016507500549778342,-1.2651166915893555,459.9346923828125,0.0010372827528044581,-0.1109018325805664,478.3127746582031,0.0007607892039231956,-0.529904842376709,463.35614013671875,0.001012794440612197,-0.7924942970275879,460.2928466796875,0.0011049944441765547,-0.7824935913085938,461.6983642578125,0.000570515519939363,0.009861946105957031,462.6892395019531,0.002205219818279147,4.81172513961792,458.36260986328125,0.0013496926985681057
6,-4.807258605957031,473.5321960449219,0.0022428445518016815,-1.7514286041259766,475.0330505371094,0.001244634622707963,0.2964975833892822,478.26171875,0.0014078610111027956,-0.4807720184326172,478.4058532714844,0.0013786500785499811,-0.7924942970275879,460.2928466796875,0.001166401314549148,-0.5843520164489746,461.6983642578125,0.000668416905682534,0.009861946105957031,462.7171325683594,0.002384284744039178,5.040006160736084,472.807861328125,0.0014475865755230188
7,-4.807258605957031,473.5321960449219,0.002118394011631608,-1.7514286041259766,475.0330505371094,0.0012376868398860097,0.3475792407989502,478.1988220214844,0.0013542770175263286,-0.4807720184326172,478.4058532714844,0.001389857497997582,-0.7750215530395508,460.2928466796875,0.0011532853823155165,-0.5428695678710938,461.6983642578125,0.0005577800911851227,0.016250133514404297,462.7171325683594,0.0022069509141147137,5.040006160736084,472.807861328125,0.0014015923952683806
