scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,710.0448608398438,448.4849548339844,0.9999996423721313,1005.443359375,456.6987609863281,0.9999566078186035,963.7438354492188,514.0410766601562,0.9999997615814209,956.9420166015625,572.3242797851562,0.006776044610887766,962.9085693359375,573.483642578125,0.9999991655349731
1,710.0448608398438,448.4925842285156,0.9999996423721313,1005.443359375,456.72210693359375,0.9999548196792603,963.7657470703125,514.1487426757812,0.9999997615814209,956.9420166015625,572.3242797851562,0.006501032039523125,962.9085693359375,573.4881591796875,0.9999991655349731
2,710.0448608398438,448.49957275390625,0.9999996423721313,1005.443359375,456.7381286621094,0.9999575614929199,963.7677001953125,514.1487426757812,0.9999997615814209,956.9454345703125,572.35693359375,0.006398368626832962,962.9118041992188,573.5228271484375,0.9999991655349731
3,710.0448608398438,448.4925842285156,0.9999996423721313,1005.4498901367188,456.7325134277344,0.9999567270278931,963.7876586914062,514.0828247070312,0.9999997615814209,956.9420166015625,572.3242797851562,0.006192746106535196,962.9291381835938,573.4881591796875,0.9999991655349731
4,710.03564453125,448.4883728027344,0.9999996423721313,1005.4498901367188,456.7381286621094,0.9999545812606812,963.8339233398438,514.0828247070312,0.9999997615814209,956.9420166015625,572.3185424804688,0.006235630717128515,962.9291381835938,573.483642578125,0.9999991655349731
5,710.0291137695312,448.4883728027344,0.9999996423721313,1005.4113159179688,456.7381286621094,0.9999548196792603,963.8339233398438,514.150390625,0.9999997615814209,956.9185791015625,572.3152465820312,0.006591591518372297,962.9410400390625,573.4506225585938,0.9999991655349731
6,709.9888305664062,448.44659423828125,0.9999996423721313,1005.4113159179688,456.7398986816406,0.9999537467956543,963.8339233398438,514.1576538085938,0.9999998807907104,956.9343872070312,572.3152465820312,0.006471216678619385,962.9410400390625,573.4506225585938,0.9999991655349731
7,709.9888305664062,448.44659423828125,0.9999996423721313,1005.5319213867188,456.7398986816406,0.9999585151672363,963.8339233398438,514.2383422851562,0.9999998807907104,956.9343872070312,572.3152465820312,0.006252700462937355,962.9349975585938,573.4506225585938,0.9999992847442627
