scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_475000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,698.9301147460938,450.0265197753906,0.9999990463256836,993.9700927734375,458.1102294921875,0.9999974966049194,856.3065185546875,524.6168212890625,0.9999737739562988,701.6748046875,455.70306396484375,0.000979580800049007,697.4488525390625,453.28076171875,0.0015095098642632365
1,698.9816284179688,450.0265197753906,0.9999990463256836,994.0262451171875,458.1102294921875,0.9999974966049194,856.3071899414062,524.6168212890625,0.9999744892120361,701.6748046875,455.70306396484375,0.0009997012093663216,697.4816284179688,453.28076171875,0.0015509651275351644
2,699.0668334960938,450.0265197753906,0.9999990463256836,994.10498046875,458.1492004394531,0.999997615814209,856.38232421875,524.6168212890625,0.9999722242355347,701.6748046875,455.70306396484375,0.0010338480351492763,697.5086059570312,453.28076171875,0.001608206075616181
3,699.0668334960938,450.01568603515625,0.9999990463256836,994.19140625,458.1492004394531,0.999997615814209,856.38232421875,524.5506591796875,0.9999727010726929,403.49420166015625,92.78079223632812,0.0011842940002679825,697.5086059570312,453.2769470214844,0.0015946757048368454
4,699.0668334960938,449.9920959472656,0.9999990463256836,994.225341796875,458.1492004394531,0.9999977350234985,856.3953857421875,524.5189208984375,0.999971866607666,403.183349609375,92.78079223632812,0.003972779028117657,697.5086059570312,453.2724304199219,0.0015770031604915857
5,699.02490234375,449.9920959472656,0.9999990463256836,994.225341796875,458.2015686035156,0.9999979734420776,856.38232421875,524.4555053710938,0.9999743700027466,403.183349609375,92.78079223632812,0.003077734960243106,697.50537109375,453.2718811035156,0.0015932362293824553
6,698.997314453125,449.9921875,0.9999990463256836,994.225341796875,458.2015686035156,0.9999979734420776,856.3621826171875,524.3939208984375,0.9999722242355347,403.183349609375,93.41200256347656,0.0016765143955126405,697.503662109375,453.2718811035156,0.0015746039571240544
7,698.9961547851562,449.9970397949219,0.9999990463256836,994.1669921875,458.2015686035156,0.9999979734420776,856.3621826171875,524.359130859375,0.9999748468399048,701.6966552734375,455.66070556640625,0.000996031565591693,697.50341796875,453.26470947265625,0.0015363993588835
