scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,627.1148681640625,484.4394836425781,0.9999998807907104,921.181884765625,484.810546875,0.9999977350234985,532.634033203125,569.00537109375,0.9999951124191284,500.5246276855469,604.980224609375,0.9999996423721313,550.69287109375,609.2515869140625,0.7325521111488342
1,627.1187744140625,484.65728759765625,0.9999998807907104,921.181884765625,484.8324890136719,0.9999977350234985,534.5638427734375,569.5056762695312,0.9999945163726807,500.8150329589844,604.980224609375,0.9999996423721313,551.3470458984375,609.299072265625,0.7927762866020203
2,627.1187744140625,484.70123291015625,0.9999998807907104,921.181884765625,484.8969421386719,0.999997615814209,536.2748413085938,569.9149169921875,0.9999905824661255,501.3874816894531,604.980224609375,0.9999996423721313,551.6915283203125,609.4384765625,0.2695249617099762
3,627.1148681640625,484.7096862792969,0.9999998807907104,921.0363159179688,485.0124206542969,0.999997615814209,538.0609741210938,569.9149169921875,0.9999829530715942,502.18646240234375,604.8834838867188,0.9999995231628418,552.1748046875,609.4463500976562,0.16990211606025696
4,627.0917358398438,484.73956298828125,0.9999998807907104,921.0363159179688,485.0124206542969,0.9999977350234985,539.7328491210938,569.9149169921875,0.9999864101409912,502.7483825683594,604.60693359375,0.9999992847442627,552.2894287109375,609.59130859375,0.1649976372718811
5,627.0889282226562,484.7751159667969,0.9999998807907104,921.0363159179688,485.0124206542969,0.999997615814209,541.385498046875,569.6744384765625,0.9999780654907227,503.29144287109375,604.2254638671875,0.999998927116394,553.6957397460938,610.0289306640625,0.04094977676868439
6,627.06298828125,484.78302001953125,0.9999998807907104,920.9656982421875,485.07818603515625,0.9999977350234985,543.4006958007812,569.5266723632812,0.9999936819076538,504.2522888183594,604.2254638671875,0.9999958276748657,555.1825561523438,610.3693237304688,0.01639474928379059
7,627.0382690429688,484.78302001953125,0.9999998807907104,920.9656982421875,485.07818603515625,0.9999977350234985,544.9808349609375,569.0167846679688,0.9999972581863403,507.1200866699219,604.2254638671875,0.9999922513961792,555.1825561523438,610.4158325195312,0.009314398281276226
