scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,213.55841064453125,367.4857177734375,0.999997615814209,825.5607299804688,381.7243347167969,0.9999767541885376,887.6640625,582.8956909179688,0.999940037727356,827.0171508789062,375.0352478027344,0.0026960186660289764,207.25633239746094,363.760986328125,0.0010703278239816427
1,213.55841064453125,367.4891662597656,0.9999977350234985,825.5607299804688,381.7243347167969,0.999976396560669,887.6640625,582.8956909179688,0.9998412132263184,827.0171508789062,375.0352478027344,0.001143614063039422,207.25633239746094,363.760986328125,0.0010286738397553563
2,213.55841064453125,367.5208435058594,0.999997615814209,825.5607299804688,381.7243347167969,0.9999783039093018,887.6640625,582.8956909179688,0.9998854398727417,827.0171508789062,375.0352478027344,0.0011577277909964323,207.25633239746094,363.7708435058594,0.0010376686695963144
3,213.50198364257812,367.5208435058594,0.999997615814209,825.5592041015625,381.6900939941406,0.9999792575836182,883.0668334960938,580.0278930664062,0.9938695430755615,827.0171508789062,375.0352478027344,0.0011230679228901863,207.2188262939453,363.760986328125,0.0010719186393544078
4,213.49876403808594,367.523681640625,0.9999977350234985,825.5587158203125,381.67132568359375,0.9999818801879883,867.799560546875,573.9182739257812,0.9993627667427063,826.9859008789062,375.0352478027344,0.001113335252739489,207.2188262939453,363.7593688964844,0.001058749039657414
5,213.49876403808594,367.523681640625,0.9999977350234985,825.5587158203125,381.60382080078125,0.999981164932251,854.0103149414062,565.896240234375,0.9999231100082397,826.9859008789062,576.3568115234375,0.0023943560663610697,207.2188262939453,363.7593688964844,0.0011272889096289873
6,213.49876403808594,367.523681640625,0.9999977350234985,825.5157470703125,381.583251953125,0.9999804496765137,841.0631713867188,563.48828125,0.9998132586479187,859.0247192382812,578.2134399414062,0.0016361846355721354,207.23587036132812,363.7593688964844,0.0010783106554299593
7,213.51353454589844,367.523681640625,0.9999977350234985,825.5157470703125,381.5209655761719,0.9999794960021973,841.0631713867188,563.48828125,0.9983818531036377,859.0247192382812,659.1197509765625,0.9979944229125977,207.27786254882812,363.7593688964844,0.0013375099515542388
