scorer,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000
bodyparts,gridL,gridL,gridL,gridR,gridR,gridR,neck,neck,neck
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,278.6349792480469,410.3853454589844,0.9999855756759644,512.8922119140625,414.8553771972656,0.9999502897262573,283.1570739746094,397.4220275878906,0.002251163823530078
1,278.6349792480469,410.3858337402344,0.9999854564666748,512.9240112304688,414.8815612792969,0.9999516010284424,283.165771484375,397.4373474121094,0.002322542481124401
2,278.6371765136719,410.4319763183594,0.9999856948852539,512.9240112304688,414.9189147949219,0.9999510049819946,283.165771484375,397.4373474121094,0.0022990009747445583
3,278.6371765136719,410.4319763183594,0.999985933303833,512.9240112304688,414.9189147949219,0.9999496936798096,283.164794921875,397.4373474121094,0.0022714724764227867
4,278.6371765136719,410.485595703125,0.9999855756759644,512.8922119140625,414.9189147949219,0.9999493360519409,283.165771484375,397.42059326171875,0.002274877857416868
5,278.6371765136719,410.485595703125,0.9999856948852539,512.910888671875,414.94873046875,0.9999501705169678,283.164794921875,397.41522216796875,0.002280888147652149
6,278.63812255859375,410.485595703125,0.9999856948852539,512.9082641601562,414.94873046875,0.9999489784240723,283.1642761230469,397.41522216796875,0.0022528329864144325
7,278.63812255859375,410.4731750488281,0.999985933303833,512.910888671875,414.9271240234375,0.9999487400054932,283.1642761230469,397.42059326171875,0.00225309026427567
8,278.6358337402344,410.4521789550781,0.9999856948852539,512.9082641601562,414.87774658203125,0.9999496936798096,283.1642761230469,397.4229431152344,0.002297869184985757
9,278.63153076171875,410.4521789550781,0.9999856948852539,512.9082641601562,414.9271240234375,0.9999510049819946,283.1642761230469,397.4229431152344,0.002274861792102456
10,278.6358337402344,410.4521789550781,0.9999858140945435,512.8973999023438,414.87774658203125,0.999950647354126,283.1642761230469,397.4229431152344,0.002312225755304098
11,278.6358337402344,410.5224914550781,0.9999858140945435,512.8973999023438,414.87152099609375,0.9999485015869141,283.1692810058594,397.4161376953125,0.0022689581383019686
12,278.6308288574219,410.5224914550781,0.9999856948852539,512.890625,414.87774658203125,0.9999511241912842,283.1692810058594,397.4161376953125,0.0021881142165511847
13,278.6308288574219,410.5224914550781,0.9999853372573853,512.890625,414.8542785644531,0.999950647354126,283.1692810058594,397.4161376953125,0.0022730950731784105
14,278.63446044921875,410.4567565917969,0.9999860525131226,512.890625,414.8542785644531,0.99994957447052,283.1706848144531,397.43646240234375,0.002247459953650832
15,278.63446044921875,410.4567565917969,0.9999855756759644,512.8801879882812,414.8699035644531,0.9999511241912842,283.1706848144531,397.43646240234375,0.002347318222746253
16,278.63446044921875,410.4567565917969,0.999985933303833,512.8801879882812,414.8701477050781,0.9999496936798096,283.1750183105469,397.43646240234375,0.0022585561964660883
17,278.64801025390625,410.4567565917969,0.9999858140945435,512.8801879882812,414.8701477050781,0.9999510049819946,283.1750183105469,397.4257507324219,0.002266976982355118
18,278.66644287109375,410.4567565917969,0.9999858140945435,512.8885498046875,414.8965759277344,0.9999499320983887,283.1750183105469,397.4257507324219,0.002245737239718437
19,278.66644287109375,410.514892578125,0.9999855756759644,512.8978881835938,414.8965759277344,0.9999516010284424,283.1712646484375,397.42205810546875,0.002297877799719572
20,278.675048828125,410.514892578125,0.9999855756759644,512.9268798828125,414.927490234375,0.9999508857727051,283.167724609375,397.4257507324219,0.002277849707752466
21,278.675048828125,410.478759765625,0.9999858140945435,512.9268798828125,414.9544677734375,0.9999489784240723,283.1670837402344,397.4257507324219,0.002230624668300152
22,278.66802978515625,410.49798583984375,0.9999858140945435,512.9098510742188,414.9728698730469,0.99994957447052,283.167724609375,397.42205810546875,0.002237699693068862
23,278.6606140136719,410.514892578125,0.9999854564666748,512.9096069335938,414.9833984375,0.9999493360519409,283.167724609375,397.4210205078125,0.0022708293981850147
24,278.66802978515625,410.5225830078125,0.9999856948852539,512.9098510742188,414.9728698730469,0.9999486207962036,283.1700744628906,397.4190368652344,0.0022474045399576426
25,278.66802978515625,410.5269775390625,0.9999856948852539,512.9098510742188,414.9544677734375,0.999948263168335,283.1814880371094,397.4116516113281,0.0022440976463258266
26,278.68658447265625,410.5269775390625,0.9999854564666748,512.9161376953125,414.9334716796875,0.9999496936798096,283.1814880371094,397.4116516113281,0.0022432361729443073
27,278.68658447265625,410.5269775390625,0.9999853372573853,512.9308471679688,414.8586730957031,0.9999526739120483,283.1814880371094,397.4116516113281,0.0022513833828270435
28,278.68658447265625,410.47882080078125,0.9999856948852539,512.9308471679688,414.8586730957031,0.9999504089355469,283.17767333984375,397.42254638671875,0.002252624137327075
29,278.68658447265625,410.47882080078125,0.9999858140945435,512.9308471679688,414.8586730957031,0.9999525547027588,283.173828125,397.42254638671875,0.002330929273739457
30,278.68658447265625,410.47882080078125,0.9999858140945435,512.8876953125,414.88934326171875,0.9999501705169678,283.173828125,397.42254638671875,0.0022398000583052635
31,278.68896484375,410.4930419921875,0.9999856948852539,512.8876953125,414.88934326171875,0.9999498128890991,283.1736145019531,397.4178771972656,0.0022329636849462986
