scorer,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000
bodyparts,gridL,gridL,gridL,gridR,gridR,gridR,neck,neck,neck
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,279.012939453125,410.5556640625,0.9999845027923584,513.2782592773438,414.7783508300781,0.9999582767486572,283.25152587890625,397.3952941894531,0.002267015865072608
1,279.012939453125,410.5556640625,0.9999842643737793,513.3287963867188,414.7783508300781,0.9999583959579468,283.25152587890625,397.406005859375,0.0022950831335037947
2,279.012939453125,410.5597839355469,0.9999847412109375,513.3287963867188,414.8319091796875,0.999958872795105,283.25152587890625,397.4344177246094,0.0023973954375833273
3,278.9789733886719,410.5597839355469,0.9999845027923584,513.3287963867188,414.873291015625,0.9999599456787109,283.25152587890625,397.4344177246094,0.002469766652211547
4,278.9789733886719,410.5597839355469,0.999984860420227,513.3270263671875,414.873291015625,0.9999570846557617,283.25152587890625,397.4344177246094,0.0023427612613886595
5,278.9789733886719,410.6694030761719,0.999984622001648,513.3270263671875,414.8743591308594,0.9999567270278931,283.2545166015625,397.408935546875,0.002328610746189952
6,279.01812744140625,410.6694030761719,0.9999847412109375,513.3270263671875,414.88226318359375,0.9999568462371826,283.2550048828125,397.408935546875,0.002241538604721427
7,279.01812744140625,410.6694030761719,0.9999842643737793,513.3593139648438,414.8985290527344,0.9999572038650513,283.2550048828125,397.408935546875,0.0023312843404710293
8,279.01812744140625,410.6082763671875,0.999984622001648,513.3682250976562,414.8985290527344,0.9999585151672363,283.255126953125,397.4217529296875,0.0023624799214303493
9,279.00543212890625,410.5852355957031,0.999984622001648,513.3682250976562,414.90625,0.9999587535858154,283.255126953125,397.4217529296875,0.0023793820291757584
10,278.99267578125,410.57879638671875,0.999984622001648,513.3836059570312,414.8985290527344,0.9999575614929199,283.25048828125,397.4308776855469,0.002296620048582554
11,278.99267578125,410.5852355957031,0.9999847412109375,513.3682250976562,414.90625,0.9999575614929199,283.24249267578125,397.4217529296875,0.0023491650354117155
12,279.00543212890625,410.6082763671875,0.9999845027923584,513.3553466796875,414.90625,0.9999586343765259,283.25048828125,397.4208068847656,0.0023855508770793676
13,279.0126037597656,410.6484680175781,0.999984622001648,513.3553466796875,414.90625,0.9999575614929199,283.25048828125,397.4151916503906,0.0023321229964494705
14,279.01605224609375,410.6484680175781,0.9999839067459106,513.384033203125,414.86834716796875,0.9999582767486572,283.2549133300781,397.4151916503906,0.0022601536475121975
15,279.01605224609375,410.6484680175781,0.9999845027923584,513.3286743164062,414.8600769042969,0.9999572038650513,283.2549133300781,397.4151916503906,0.0023457922507077456
16,279.01605224609375,410.58087158203125,0.9999843835830688,513.3286743164062,414.8600769042969,0.999958872795105,283.2549133300781,397.4222106933594,0.002424346748739481
17,279.0091247558594,410.58087158203125,0.9999845027923584,513.3286743164062,414.8600769042969,0.9999591112136841,283.2549133300781,397.4222106933594,0.0024623158387839794
18,279.0091247558594,410.58087158203125,0.9999847412109375,513.3158569335938,414.79351806640625,0.9999581575393677,283.2549133300781,397.4222106933594,0.002366346772760153
19,278.99481201171875,410.58087158203125,0.9999845027923584,513.3158569335938,414.79351806640625,0.9999581575393677,283.2439270019531,397.4222106933594,0.002237937180325389
20,278.99481201171875,410.58087158203125,0.9999840259552002,513.3158569335938,414.79351806640625,0.9999575614929199,283.2439270019531,397.4222106933594,0.0022914011497050524
21,278.99481201171875,410.5619201660156,0.999984622001648,513.3081665039062,414.79351806640625,0.9999579191207886,283.242431640625,397.4338073730469,0.0023748090025037527
22,278.9891357421875,410.5619201660156,0.9999849796295166,513.3081665039062,414.79229736328125,0.9999595880508423,283.24102783203125,397.4338073730469,0.0024371047038584948
23,278.9891357421875,410.5619201660156,0.9999847412109375,513.3712158203125,414.86956787109375,0.9999570846557617,283.24102783203125,397.4338073730469,0.0023764977231621742
24,278.9891357421875,410.638427734375,0.9999845027923584,513.3712158203125,414.86956787109375,0.9999570846557617,283.242431640625,397.4191589355469,0.0022936456371098757
25,279.0289001464844,410.638427734375,0.999984622001648,513.3760375976562,414.9221496582031,0.9999568462371826,283.2492370605469,397.4191589355469,0.002324937144294381
26,279.0289001464844,410.638427734375,0.9999843835830688,513.3760375976562,414.9221496582031,0.9999575614929199,283.25048828125,397.4191589355469,0.002363384934142232
27,279.0289001464844,410.6004333496094,0.9999845027923584,513.3760375976562,414.9221496582031,0.9999575614929199,283.25048828125,397.4287414550781,0.0023795245215296745
28,279.0218200683594,410.5838928222656,0.9999845027923584,513.3760375976562,414.90350341796875,0.9999582767486572,283.25445556640625,397.42926025390625,0.0024029503110796213
29,278.9967956542969,410.57757568359375,0.9999845027923584,513.368408203125,414.87353515625,0.9999580383300781,283.25506591796875,397.4315185546875,0.00234659924171865
30,278.9967956542969,410.57757568359375,0.9999847412109375,513.3594360351562,414.87353515625,0.9999583959579468,283.25506591796875,397.4315185546875,0.0023787561804056168
31,278.9967956542969,410.57757568359375,0.9999847412109375,513.3594360351562,414.87353515625,0.9999574422836304,283.2578430175781,397.42926025390625,0.0023539650719612837
