scorer,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000,DLC_resnet50_LARGESTPOLE_flat_singlelimbFeb15shuffle1_500000
bodyparts,gridL,gridL,gridL,gridR,gridR,gridR,neck,neck,neck
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,278.9131774902344,410.5443420410156,0.9999843835830688,513.0936889648438,414.87799072265625,0.9999549388885498,283.1943054199219,397.3896179199219,0.0023027127608656883
1,278.9179382324219,410.6228942871094,0.9999845027923584,513.1911010742188,414.96234130859375,0.9999535083770752,283.2099304199219,397.4133605957031,0.002343579428270459
2,278.9179382324219,410.62310791015625,0.9999843835830688,513.1911010742188,414.9635009765625,0.9999548196792603,283.2099304199219,397.4168701171875,0.0023750700056552887
3,278.9131774902344,410.6228942871094,0.9999847412109375,513.1911010742188,414.9635009765625,0.9999533891677856,283.1943054199219,397.4168701171875,0.0023132029455155134
4,278.87640380859375,410.55584716796875,0.999984860420227,513.14453125,414.9635009765625,0.9999527931213379,283.1943054199219,397.4168701171875,0.0023222232703119516
5,278.87640380859375,410.62310791015625,0.9999845027923584,513.1300048828125,414.9482727050781,0.9999535083770752,283.1999206542969,397.41656494140625,0.00234913919121027
6,278.87640380859375,410.62310791015625,0.999984622001648,513.1300048828125,414.9387512207031,0.9999532699584961,283.1999206542969,397.41656494140625,0.0023221117444336414
7,278.9107971191406,410.65338134765625,0.9999843835830688,513.1395874023438,414.88360595703125,0.9999545812606812,283.2157897949219,397.4136047363281,0.0022884346544742584
8,278.9107971191406,410.65338134765625,0.9999845027923584,513.14453125,414.8763427734375,0.9999561309814453,283.2157897949219,397.4136047363281,0.002259167842566967
9,278.9107971191406,410.65338134765625,0.9999843835830688,513.1533203125,414.80035400390625,0.9999547004699707,283.2157897949219,397.4136047363281,0.002316286088898778
10,278.8821105957031,410.5152893066406,0.9999847412109375,513.1533203125,414.8763427734375,0.9999544620513916,283.2046813964844,397.4291687011719,0.0023503026459366083
11,278.8821105957031,410.5152893066406,0.999984860420227,513.1533203125,414.856689453125,0.9999550580978394,283.2046813964844,397.4291687011719,0.002374627161771059
12,278.8821105957031,410.5152893066406,0.999984860420227,513.1175537109375,414.8763427734375,0.9999536275863647,283.2046813964844,397.4291687011719,0.0023433330934494734
13,278.896728515625,410.6114501953125,0.9999847412109375,513.1175537109375,414.856689453125,0.9999547004699707,283.1939697265625,397.4291687011719,0.002307150512933731
14,278.896728515625,410.6114501953125,0.9999845027923584,513.1175537109375,414.856689453125,0.999955415725708,283.1939697265625,397.4291687011719,0.002282020403072238
15,278.896728515625,410.6114501953125,0.999984860420227,513.1455688476562,414.851806640625,0.9999537467956543,283.1939697265625,397.4366455078125,0.0023032978642731905
16,278.8687744140625,410.59808349609375,0.999984860420227,513.1455688476562,414.851806640625,0.9999551773071289,283.1939697265625,397.4366455078125,0.002371093025431037
17,278.8687744140625,410.59808349609375,0.9999849796295166,513.1455688476562,414.851806640625,0.9999535083770752,283.1939697265625,397.4366455078125,0.0023959772661328316
18,278.8687744140625,410.59808349609375,0.999984860420227,513.1455688476562,414.85235595703125,0.9999517202377319,283.2041931152344,397.4344787597656,0.0023006079718470573
19,278.892578125,410.59808349609375,0.999984622001648,513.1455688476562,414.9181823730469,0.9999531507492065,283.20452880859375,397.4344787597656,0.0022699935361742973
20,278.892578125,410.59808349609375,0.999984622001648,513.1951904296875,414.9615173339844,0.9999526739120483,283.20452880859375,397.4310302734375,0.0023293897975236177
21,278.90673828125,410.57977294921875,0.999984860420227,513.1951904296875,414.9615173339844,0.999954342842102,283.20452880859375,397.4179382324219,0.0023493783082813025
22,278.90673828125,410.57843017578125,0.9999847412109375,513.1951904296875,414.9615173339844,0.9999535083770752,283.2040100097656,397.4310302734375,0.002294164150953293
23,278.9026794433594,410.5666809082031,0.9999845027923584,513.1732177734375,414.952880859375,0.9999531507492065,283.19744873046875,397.4250793457031,0.00231646909378469
24,278.9026794433594,410.5741882324219,0.9999847412109375,513.1732177734375,414.9615173339844,0.9999529123306274,283.19744873046875,397.4250793457031,0.0023157077375799417
25,278.90673828125,410.5741882324219,0.9999845027923584,513.1603393554688,414.952880859375,0.9999538660049438,283.2018737792969,397.4250793457031,0.002350577851757407
26,278.9139709472656,410.5741882324219,0.999984622001648,513.1732177734375,414.8996887207031,0.9999535083770752,283.2018737792969,397.4250793457031,0.0023348848335444927
27,278.9440612792969,410.5741882324219,0.9999845027923584,513.1791381835938,414.8996887207031,0.9999551773071289,283.2021484375,397.4250793457031,0.0022969204001128674
28,278.9440612792969,410.5741882324219,0.9999845027923584,513.1995239257812,414.8515625,0.9999551773071289,283.2021484375,397.4328308105469,0.00230786413885653
29,278.9440612792969,410.56549072265625,0.999984622001648,513.1791381835938,414.8515625,0.9999544620513916,283.2021484375,397.42205810546875,0.0023610934149473906
30,278.8968505859375,410.56549072265625,0.9999845027923584,513.1791381835938,414.86138916015625,0.9999569654464722,283.2021484375,397.42205810546875,0.0024237793404608965
31,278.8968505859375,410.56549072265625,0.9999845027923584,513.1603393554688,414.8964538574219,0.9999533891677856,283.2021484375,397.42205810546875,0.0023457107599824667
