scorer,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000,DLC_resnet50_chameleons_jackson_2Feb14shuffle1_500000
bodyparts,snout,snout,snout,glenoid,glenoid,glenoid,elbow,elbow,elbow,wrist,wrist,wrist,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,vent,vent,vent
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,7.576814651489258,403.0229187011719,0.23439686000347137,2.5648722648620605,398.2890930175781,0.019544264301657677,3.5145015716552734,397.94683837890625,0.0067964340560138226,2.2444682121276855,400.4101867675781,0.029268909245729446,0.9950821399688721,397.4999084472656,0.013864345848560333,3.7364559173583984,401.0295104980469,0.06397980451583862,1.1242897510528564,398.3201599121094,0.009997520595788956,2.6510653495788574,394.7455139160156,0.011207563802599907
1,7.964825630187988,403.0229187011719,0.19149741530418396,2.5815935134887695,398.2890930175781,0.017318490892648697,3.5538201332092285,398.1372375488281,0.006113894283771515,2.2444682121276855,400.52081298828125,0.031458333134651184,0.9950821399688721,397.5477294921875,0.009456975385546684,28.406436920166016,498.8094177246094,0.043335139751434326,1.3483476638793945,399.6377258300781,0.0117731261998415,3.410463809967041,394.7455139160156,0.009098689071834087
2,7.964825630187988,403.0229187011719,0.3175152838230133,2.5815935134887695,398.2890930175781,0.009098660200834274,3.5538201332092285,398.23162841796875,0.004736986942589283,2.2444682121276855,400.52081298828125,0.026844898238778114,0.9950821399688721,397.5477294921875,0.004421313758939505,28.47539520263672,498.8094177246094,0.03450862690806389,1.6186423301696777,400.5859375,0.005797632038593292,3.410463809967041,397.169677734375,0.003419434418901801
3,7.576814651489258,402.9430236816406,0.14639414846897125,2.5648722648620605,398.2822265625,0.0066512334160506725,3.5538201332092285,398.2165832519531,0.003629829967394471,2.0549449920654297,400.4101867675781,0.019587667658925056,0.7969095706939697,397.4999084472656,0.003354168962687254,28.516326904296875,498.7064208984375,0.03844020515680313,1.4295399188995361,447.17510986328125,0.004547534044831991,3.410463809967041,397.169677734375,0.0024331826716661453
4,4.272872447967529,401.8311462402344,0.07988138496875763,2.5648722648620605,398.2822265625,0.00172103859949857,3.008453369140625,398.23162841796875,0.0008595437393523753,2.0549449920654297,400.4101867675781,0.0064224740490317345,0.7969095706939697,397.4999084472656,0.0008208772051148117,28.518596649169922,498.8094177246094,0.024279626086354256,1.4295399188995361,447.4648742675781,0.0024796545039862394,1.0638787746429443,442.535888671875,0.0013130358420312405
5,4.272872447967529,401.8311462402344,0.0672466903924942,2.5815935134887695,398.2822265625,0.0015104990452528,2.863213300704956,398.2449645996094,0.0007786315982230008,2.0549449920654297,400.52081298828125,0.005988007877022028,0.7969095706939697,397.6584777832031,0.000688475149217993,28.518596649169922,498.7064208984375,0.011662851087749004,1.4295399188995361,447.4648742675781,0.003057931549847126,1.0638787746429443,442.6781005859375,0.0014678710140287876
6,4.272872447967529,401.8311462402344,0.018427100032567978,5.244701385498047,435.4053955078125,0.0018377805827185512,2.090287208557129,441.20196533203125,0.0009396963287144899,3.659973621368408,435.9015808105469,0.0030335071496665478,1.5923120975494385,440.6824951171875,0.0008482181583531201,28.518596649169922,498.6486511230469,0.0030691814608871937,1.425704002380371,447.17510986328125,0.003714884864166379,1.0638787746429443,443.05322265625,0.0020148761104792356
7,19.309328079223633,433.5188903808594,0.021007338538765907,5.451266288757324,435.4053955078125,0.0024103776086121798,1.8587071895599365,441.20196533203125,0.0009902564343065023,4.015357971191406,435.9015808105469,0.005427311174571514,1.6654183864593506,440.6824951171875,0.0011892510810866952,4.395405292510986,435.7902526855469,0.004709161352366209,1.425704002380371,444.7583312988281,0.0037029176019132137,1.6170578002929688,443.13037109375,0.0026731279212981462
