scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,698.5934448242188,449.1431579589844,0.9999980926513672,995.0350952148438,459.3653869628906,0.9999986886978149,552.6298217773438,501.1840515136719,0.999997615814209,544.8444213867188,562.4490356445312,0.9999997615814209,594.2877197265625,566.0388793945312,0.9999969005584717
1,698.5934448242188,449.14605712890625,0.9999980926513672,995.0350952148438,459.3653869628906,0.9999988079071045,552.7755737304688,501.2016906738281,0.9999973773956299,544.8444213867188,562.4600830078125,0.9999997615814209,594.2930297851562,566.0518188476562,0.9999966621398926
2,698.5934448242188,449.16748046875,0.9999979734420776,995.0579833984375,459.3653869628906,0.9999986886978149,552.7833251953125,501.233642578125,0.9999972581863403,544.8444213867188,562.4678344726562,0.9999997615814209,594.3193359375,566.1207275390625,0.999996542930603
3,698.5934448242188,449.16748046875,0.9999978542327881,995.0579833984375,459.041748046875,0.9999988079071045,552.8287963867188,501.2350769042969,0.9999973773956299,544.8444213867188,562.496337890625,0.9999997615814209,594.32421875,566.063232421875,0.9999966621398926
4,698.5934448242188,449.16748046875,0.9999979734420776,995.0579833984375,459.01171875,0.999998927116394,553.086181640625,501.26690673828125,0.9999966621398926,544.8444213867188,562.502197265625,0.9999997615814209,594.409423828125,566.0518188476562,0.9999969005584717
5,698.5826416015625,449.16748046875,0.9999979734420776,995.1133422851562,458.9900207519531,0.999998927116394,553.4188842773438,501.327880859375,0.999995231628418,544.9209594726562,562.524169921875,0.9999997615814209,594.468994140625,566.0518188476562,0.9999972581863403
6,698.5826416015625,449.16748046875,0.9999979734420776,995.2777709960938,458.9241638183594,0.999998927116394,553.4691162109375,501.5186767578125,0.9999945163726807,544.9209594726562,562.5478515625,0.9999997615814209,594.468994140625,566.0352172851562,0.9999972581863403
7,698.5345458984375,449.1433410644531,0.9999978542327881,995.2777709960938,458.9241638183594,0.9999990463256836,553.6036987304688,501.5550231933594,0.9999946355819702,544.9209594726562,562.5698852539062,0.9999997615814209,594.468994140625,566.0352172851562,0.999997615814209
