scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,710.128173828125,447.94012451171875,0.9999992847442627,1006.1720581054688,457.31573486328125,0.9999699592590332,986.5885620117188,513.2406616210938,0.9999545812606812,978.8134765625,573.7994384765625,0.999913215637207,958.824951171875,574.9266357421875,0.6798356771469116
1,710.2732543945312,447.95538330078125,0.9999991655349731,1006.3851928710938,457.31573486328125,0.9999691247940063,986.5885620117188,513.3318481445312,0.9999608993530273,978.8134765625,573.7994384765625,0.9999147653579712,959.0911865234375,574.9266357421875,0.665818989276886
2,710.2732543945312,447.96527099609375,0.9999991655349731,1006.3851928710938,457.31573486328125,0.9999701976776123,986.5885620117188,513.3518676757812,0.9999608993530273,978.8134765625,573.8018798828125,0.9999071359634399,959.0911865234375,574.9266357421875,0.7108473181724548
3,710.2732543945312,447.95538330078125,0.9999991655349731,1006.3851928710938,457.297119140625,0.9999692440032959,986.2142333984375,513.433349609375,0.9999576807022095,978.774169921875,573.8018798828125,0.9998928308486938,959.0911865234375,574.8912353515625,0.7122219204902649
4,710.2732543945312,447.9442138671875,0.9999992847442627,1006.3851928710938,457.19366455078125,0.9999697208404541,985.1173095703125,514.34423828125,0.9999740123748779,978.4652709960938,573.8509521484375,0.9998444318771362,958.8825073242188,574.8692016601562,0.7508555054664612
5,710.2283325195312,447.9442138671875,0.9999991655349731,1006.3851928710938,457.19366455078125,0.9999661445617676,984.911376953125,514.787109375,0.9999879598617554,978.4091186523438,573.8509521484375,0.9998050332069397,958.6802368164062,574.864501953125,0.7443928718566895
6,710.1874389648438,447.91656494140625,0.9999991655349731,1006.4828491210938,457.0889892578125,0.9999603033065796,984.7759399414062,515.0179443359375,0.9999922513961792,978.4091186523438,573.8509521484375,0.9997430443763733,958.6433715820312,574.864501953125,0.6879361271858215
7,710.1874389648438,447.91656494140625,0.9999991655349731,1006.4828491210938,457.064453125,0.9999568462371826,984.264892578125,516.479736328125,0.9999955892562866,978.4652709960938,573.693603515625,0.9997938275337219,958.3429565429688,574.817626953125,0.6582571268081665
