scorer,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000,DLC_resnet50_Shuffling_LargePoleOct14shuffle1_500000
bodyparts,woodL,woodL,woodL,woodR,woodR,woodR,neck,neck,neck,Lead,Lead,Lead,Lag,Lag,Lag
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,710.0581665039062,448.4644470214844,0.9999997615814209,1006.8742065429688,457.8200988769531,0.9999736547470093,503.7821960449219,514.7179565429688,0.9999980926513672,505.5231628417969,564.1889038085938,0.9999969005584717,526.9307250976562,563.4707641601562,0.9956470131874084
1,710.2760009765625,448.4644470214844,0.9999996423721313,1007.0767211914062,457.8309326171875,0.9999775886535645,504.092041015625,514.7179565429688,0.9999974966049194,505.6675720214844,564.1889038085938,0.9999974966049194,527.00634765625,563.4707641601562,0.994742751121521
2,710.2760009765625,448.4644470214844,0.9999996423721313,1007.0767211914062,457.8309326171875,0.9999809265136719,504.1179504394531,514.7179565429688,0.9999971389770508,505.6675720214844,564.1889038085938,0.9999980926513672,527.00634765625,563.4707641601562,0.9951226115226746
3,710.2760009765625,448.4644470214844,0.9999996423721313,1007.0767211914062,457.86083984375,0.9999812841415405,504.1179504394531,514.5665893554688,0.9999969005584717,505.6675720214844,564.1190185546875,0.9999985694885254,527.00634765625,563.4547119140625,0.9950194358825684
4,710.2769775390625,448.47430419921875,0.9999996423721313,1007.0811157226562,457.86083984375,0.9999760389328003,504.1179504394531,514.332275390625,0.9999969005584717,505.3995666503906,564.0341186523438,0.9999986886978149,527.00634765625,563.4547119140625,0.9917854070663452
5,710.2769775390625,448.4588623046875,0.9999996423721313,1007.0811157226562,457.86083984375,0.9999765157699585,503.9729309082031,514.1338500976562,0.9999971389770508,504.44390869140625,563.4075927734375,0.9999991655349731,527.2623901367188,563.4547119140625,0.9912046790122986
6,710.2769775390625,448.433349609375,0.9999996423721313,1007.0811157226562,457.8298034667969,0.9999783039093018,503.6629638671875,513.9361572265625,0.9999973773956299,501.9814147949219,563.0044555664062,0.9999998807907104,528.07763671875,563.662353515625,0.9925103187561035
7,710.2769775390625,448.4310607910156,0.9999996423721313,1007.109619140625,457.86083984375,0.9999809265136719,503.3355712890625,513.93310546875,0.9999979734420776,497.2880554199219,561.8900146484375,0.9999997615814209,528.07763671875,564.5807495117188,0.9994823932647705
