scorer,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000,DLC_resnet50_ElizabethDavoli_22.5_FlatJan11shuffle1_500000
8,895.9068603515625,581.443115234375,0.39113542437553406,883.9446411132812,483.0574645996094,0.7394956350326538,932.5201416015625,552.1539306640625,0.9996802806854248,955.8726196289062,606.1403198242188,0.9987428784370422,861.9309692382812,444.42962646484375,0.9992656111717224,638.8746948242188,288.3738098144531,0.9999761581420898,797.7872924804688,284.6563415527344,0.9999001026153564,314.55682373046875,322.55517578125,0.9999876022338867,804.3407592773438,543.8400268554688,0.006702831014990807
9,895.9068603515625,581.443115234375,0.09282685816287994,883.4232177734375,482.6216735839844,0.7155131101608276,930.74609375,551.843017578125,0.9997749924659729,954.5342407226562,603.043701171875,0.9990400671958923,859.4727172851562,443.50750732421875,0.9966616630554199,638.8746948242188,288.37164306640625,0.999976396560669,797.8085327148438,284.6337890625,0.9999014139175415,314.55682373046875,322.5406799316406,0.9999873638153076,803.708984375,542.1472778320312,0.006689995061606169
10,895.94677734375,581.443115234375,0.07114102691411972,882.8071899414062,481.4925537109375,0.9499712586402893,928.9033203125,551.6666870117188,0.999384880065918,952.8328857421875,598.0682373046875,0.9997090697288513,858.6017456054688,441.1966857910156,0.9982737302780151,638.8763427734375,288.356201171875,0.9999767541885376,797.814697265625,284.61834716796875,0.9999037981033325,314.55682373046875,322.5406799316406,0.9999876022338867,803.708984375,542.1472778320312,0.21106581389904022
11,896.93408203125,581.9710693359375,0.075546994805336,881.5008544921875,480.85247802734375,0.8994917869567871,926.6674194335938,550.0617065429688,0.9982632994651794,950.455322265625,592.8816528320312,0.999703586101532,856.55029296875,441.1237487792969,0.9943444728851318,638.8763427734375,288.352783203125,0.9999756813049316,797.8218383789062,284.60174560546875,0.9999039173126221,314.53472900390625,322.5317687988281,0.9999872446060181,804.1009521484375,542.6651611328125,0.9992819428443909
12,897.5069580078125,582.292724609375,0.1790924221277237,879.129638671875,479.9281005859375,0.1447778046131134,925.422607421875,549.4203491210938,0.9916654229164124,949.7403564453125,588.757080078125,0.9998865127563477,854.4769287109375,440.593994140625,0.4703458547592163,638.8763427734375,288.352783203125,0.9999758005142212,797.8299560546875,284.5787353515625,0.9999094009399414,314.53472900390625,322.5317687988281,0.9999877214431763,804.2384033203125,542.8338623046875,0.9989516735076904
13,897.8378295898438,583.24609375,0.31143778562545776,877.6212768554688,479.9281005859375,0.04283958300948143,924.0671997070312,548.152587890625,0.9925594329833984,949.7403564453125,586.4132690429688,0.999910831451416,853.3113403320312,440.4032287597656,0.17157399654388428,638.8763427734375,288.352783203125,0.999976396560669,797.8299560546875,284.5787353515625,0.9999090433120728,314.5270690917969,322.5228271484375,0.9999873638153076,804.2384033203125,542.8338623046875,0.998481810092926
14,897.8705444335938,583.24609375,0.16655294597148895,877.0803833007812,479.3575134277344,0.12253670394420624,923.6318969726562,547.1407470703125,0.9963926672935486,949.7403564453125,583.3043212890625,0.9999176263809204,852.7823486328125,440.4032287597656,0.5773645639419556,638.8585815429688,288.3697814941406,0.9999765157699585,797.819091796875,284.5740051269531,0.9999082088470459,314.53472900390625,322.5317687988281,0.9999872446060181,804.2384033203125,542.9644165039062,0.9966126084327698
15,897.9113159179688,583.3161010742188,0.02430649846792221,875.755126953125,479.3575134277344,0.7639627456665039,923.5883178710938,545.2937622070312,0.9895746111869812,951.2642211914062,581.2922973632812,0.999914288520813,851.7230834960938,439.46331787109375,0.5880127549171448,638.8583984375,288.3697814941406,0.9999765157699585,797.8299560546875,284.5740051269531,0.9999066591262817,314.53131103515625,322.5317687988281,0.9999876022338867,804.2384033203125,542.9644165039062,0.996691107749939
16,897.9113159179688,583.3551025390625,0.008653956465423107,874.7457885742188,478.5063171386719,0.9545170664787292,923.1371459960938,544.1837768554688,0.9869469404220581,951.7198486328125,580.3224487304688,0.999830961227417,850.8619995117188,437.40478515625,0.9778638482093811,638.8576049804688,288.37353515625,0.9999762773513794,797.8331298828125,284.5710144042969,0.9999103546142578,314.5279846191406,322.5228271484375,0.9999877214431763,804.2031860351562,542.9644165039062,0.987851083278656
17,898.1488647460938,583.3551025390625,0.0259857177734375,873.7090454101562,477.395751953125,0.9872649908065796,922.3364868164062,543.99365234375,0.9790197014808655,951.7198486328125,580.2377319335938,0.9998608827590942,850.4677734375,435.79864501953125,0.9936800003051758,638.8583984375,288.3697814941406,0.9999772310256958,797.819580078125,284.5661926269531,0.9999130964279175,314.53131103515625,322.5228271484375,0.9999874830245972,804.2031860351562,542.9644165039062,0.9779746532440186
18,898.7334594726562,583.514892578125,0.00844372995197773,873.5237426757812,477.0138244628906,0.9972782731056213,921.613037109375,543.8544311523438,0.9702025651931763,951.7198486328125,580.1996459960938,0.9999046325683594,850.132568359375,434.3754577636719,0.9998083710670471,638.8576049804688,288.3697814941406,0.9999769926071167,797.830810546875,284.527587890625,0.9999172687530518,314.53131103515625,322.5397033691406,0.9999872446060181,804.1734008789062,542.8424072265625,0.9859613180160522
19,898.7334594726562,583.560546875,0.017624398693442345,872.6704711914062,476.7458190917969,0.9959832429885864,920.3992919921875,543.99365234375,0.980015218257904,950.8363037109375,580.1742553710938,0.9999604225158691,849.5780029296875,433.5106201171875,0.9998395442962646,638.8348388671875,288.35845947265625,0.9999762773513794,797.830810546875,284.4835510253906,0.9999158382415771,314.5279846191406,322.5279541015625,0.9999872446060181,804.0657348632812,542.8424072265625,0.9957839846611023
20,898.7334594726562,583.9537963867188,0.060351163148880005,871.8402099609375,474.98614501953125,0.9974072575569153,919.3790893554688,544.1807250976562,0.9891468286514282,949.542724609375,579.7677612304688,0.9999785423278809,849.18310546875,432.80023193359375,0.9999151229858398,638.818115234375,288.35845947265625,0.9999771118164062,797.8239135742188,284.4616394042969,0.9999135732650757,314.52435302734375,322.5279541015625,0.9999874830245972,804.0108032226562,543.1932373046875,0.9863574504852295
21,898.6315307617188,584.42529296875,0.35352689027786255,871.3692626953125,473.781982421875,0.9974063038825989,918.5510864257812,543.3582153320312,0.9947333335876465,947.4078369140625,579.5735473632812,0.9999881982803345,849.117919921875,432.2460021972656,0.9999518394470215,638.818115234375,288.3576354980469,0.9999771118164062,797.8239135742188,284.4435119628906,0.9999171495437622,314.52435302734375,322.5397033691406,0.9999874830245972,803.9051513671875,543.1932373046875,0.8704382181167603
22,898.2957153320312,584.42529296875,0.7557615041732788,870.6688232421875,473.3246154785156,0.9979304075241089,916.6613159179688,543.3582153320312,0.991572380065918,944.9539184570312,579.3466796875,0.9999879598617554,848.3665771484375,431.9792785644531,0.9998990297317505,638.8082885742188,288.3576354980469,0.9999771118164062,797.8239135742188,284.44268798828125,0.999915599822998,314.5170593261719,322.5511779785156,0.9999874830245972,803.9051513671875,543.1932373046875,0.16861698031425476
23,897.9154663085938,584.42529296875,0.9057006239891052,869.0438232421875,472.7022399902344,0.9987659454345703,914.2097778320312,542.919189453125,0.98506760597229,943.0932006835938,579.3466796875,0.9999804496765137,847.0525512695312,431.3934631347656,0.9998158812522888,638.818115234375,288.33685302734375,0.999976396560669,797.8239135742188,284.424072265625,0.9999165534973145,314.5170593261719,322.557861328125,0.9999876022338867,803.9051513671875,543.6013793945312,0.007281231693923473
24,896.8555908203125,584.2548828125,0.9796526432037354,867.076416015625,472.5860900878906,0.9994403719902039,911.9390869140625,540.1011962890625,0.9579692482948303,940.8296508789062,579.3466796875,0.9999896287918091,844.8706665039062,431.299560546875,0.9998506307601929,638.8082885742188,288.32977294921875,0.9999767541885376,797.8239135742188,284.4233703613281,0.9999116659164429,314.49798583984375,322.5829162597656,0.9999874830245972,803.70556640625,543.6013793945312,0.009460482746362686
25,896.8191528320312,583.2540893554688,0.9713915586471558,864.95849609375,472.42138671875,0.9994850158691406,906.9839477539062,537.2877197265625,0.8725873231887817,936.7465209960938,579.5194091796875,0.9999877214431763,841.102294921875,431.1466064453125,0.9995587468147278,638.7911987304688,288.3251953125,0.9999756813049316,797.7918090820312,284.39349365234375,0.9999146461486816,314.49334716796875,322.5846252441406,0.9999874830245972,798.88134765625,274.3148193359375,0.011705651879310608
26,896.642578125,583.0509643554688,0.9887375831604004,863.4462890625,471.82098388671875,0.9989921450614929,903.15283203125,536.1661987304688,0.8417496681213379,931.388671875,580.5941772460938,0.9999963045120239,837.0004272460938,430.77777099609375,0.9995974898338318,638.7791137695312,288.3251953125,0.9999760389328003,797.7637939453125,284.39349365234375,0.9999129772186279,314.49334716796875,322.5906066894531,0.9999874830245972,798.88134765625,274.27545166015625,0.0075389021076262
27,896.4906005859375,582.03369140625,0.996015727519989,860.3369750976562,470.6517333984375,0.9995148181915283,901.1962280273438,535.7318115234375,0.9850598573684692,927.7852172851562,581.7213134765625,0.9999823570251465,832.8178100585938,428.8798522949219,0.9992628693580627,638.7791137695312,288.3251953125,0.9999769926071167,797.7637939453125,284.3771667480469,0.9999127388000488,314.47784423828125,322.5906066894531,0.9999876022338867,798.88134765625,274.27545166015625,0.007311559282243252
28,895.0208129882812,580.7415771484375,0.9955909252166748,858.1463623046875,468.2139892578125,0.9995960593223572,898.798583984375,535.3336791992188,0.9964427351951599,925.3390502929688,583.3142700195312,0.999962329864502,826.3562622070312,425.10614013671875,0.9997813105583191,638.7522583007812,288.3714599609375,0.9999774694442749,797.7374877929688,284.39349365234375,0.9999061822891235,314.4627990722656,322.5906066894531,0.9999878406524658,798.8799438476562,274.27545166015625,0.007376665249466896
29,893.983642578125,580.54052734375,0.9934182167053223,855.5291137695312,465.6236877441406,0.9996036887168884,895.8526611328125,535.1887817382812,0.9956336617469788,921.0521850585938,583.3142700195312,0.999897837638855,818.2499389648438,422.9261779785156,0.9999784231185913,638.7096557617188,288.3871154785156,0.9999772310256958,797.7369384765625,284.4056091308594,0.9999076128005981,314.47784423828125,322.5906066894531,0.9999874830245972,798.88134765625,274.2909240722656,0.00891846138983965
30,889.508056640625,579.9834594726562,0.9583547115325928,850.9202880859375,464.2963562011719,0.9997370839118958,894.9390869140625,535.1887817382812,0.9962747097015381,918.0142211914062,583.3142700195312,0.9999657869338989,810.9213256835938,418.8922424316406,0.9999860525131226,638.68701171875,288.3871154785156,0.9999768733978271,797.7369384765625,284.4084167480469,0.999903678894043,314.48175048828125,322.6369934082031,0.9999873638153076,921.8721313476562,594.0252075195312,0.007619739510118961
31,887.7493896484375,578.2682495117188,0.984557032585144,847.3087158203125,462.95013427734375,0.999267041683197,894.9390869140625,535.1887817382812,0.9989239573478699,918.0142211914062,581.8557739257812,0.999987006187439,805.0303344726562,415.5148010253906,0.9999971389770508,638.7096557617188,288.3871154785156,0.9999768733978271,797.7374877929688,284.4084167480469,0.9999009370803833,314.47412109375,322.63092041015625,0.9999878406524658,922.31982421875,594.1427612304688,0.00832701288163662
32,883.1380615234375,576.4615478515625,0.9926504492759705,843.6582641601562,460.8744201660156,0.9986147880554199,894.9390869140625,534.0899047851562,0.9914706349372864,918.0142211914062,581.8068237304688,0.9999853372573853,800.822265625,413.2930908203125,0.9999881982803345,638.7376708984375,288.3864440917969,0.9999773502349854,797.7490234375,284.4243469238281,0.9999011754989624,314.47412109375,322.63092041015625,0.9999877214431763,921.8721313476562,594.0252075195312,0.01178982574492693
33,881.6602783203125,574.7914428710938,0.9803486466407776,841.5306396484375,457.679931640625,0.998965859413147,895.0480346679688,534.0027465820312,0.994681179523468,919.5404052734375,581.5443725585938,0.9999781847000122,796.5994262695312,412.11163330078125,0.9999608993530273,638.732177734375,288.39495849609375,0.9999771118164062,797.7785034179688,284.4214782714844,0.9999016523361206,314.47412109375,322.6344299316406,0.9999876022338867,921.8721313476562,594.0252075195312,0.014582565054297447
34,877.8536987304688,573.1198120117188,0.9788398742675781,839.3642578125,455.931640625,0.9996404647827148,895.4398803710938,534.0027465820312,0.9982025623321533,921.0414428710938,579.425537109375,0.999974250793457,793.3485107421875,410.9813537597656,0.9999901056289673,638.7376708984375,288.3864440917969,0.9999768733978271,797.7964477539062,284.4389953613281,0.9998990297317505,314.4591369628906,322.6344299316406,0.9999876022338867,867.3853759765625,578.0116577148438,0.014874182641506195
35,874.243408203125,536.8132934570312,0.616950511932373,836.6801147460938,454.3682556152344,0.999923825263977,895.4642333984375,531.5570678710938,0.9977638721466064,924.36767578125,575.8270874023438,0.9999682903289795,790.1085205078125,409.67950439453125,0.9999977350234985,638.7405395507812,288.3824157714844,0.9999771118164062,797.8615112304688,284.4468688964844,0.9999034404754639,314.4591369628906,322.6344299316406,0.9999874830245972,798.9652099609375,274.26019287109375,0.007939571514725685
36,871.2278442382812,533.8176879882812,0.936379611492157,833.5234375,452.9454650878906,0.9999327659606934,898.0587158203125,526.2105712890625,0.9995030164718628,927.6171264648438,572.6678466796875,0.9999749660491943,787.3746337890625,408.08917236328125,0.9999980926513672,638.7405395507812,288.3824157714844,0.9999761581420898,797.8615112304688,284.4468688964844,0.9999035596847534,314.4591369628906,322.6651611328125,0.9999877214431763,798.9652099609375,274.2284240722656,0.007481943815946579
37,871.2278442382812,532.3330688476562,0.9109028577804565,830.9923706054688,452.57861328125,0.9999164342880249,899.6392211914062,524.5012817382812,0.9999004602432251,931.3993530273438,569.382568359375,0.999993085861206,785.3016357421875,407.42120361328125,0.9999961853027344,638.732177734375,288.4034423828125,0.9999765157699585,797.862060546875,284.4397277832031,0.9999047517776489,314.46142578125,322.7142639160156,0.9999878406524658,798.9652099609375,274.2197265625,0.0075827366672456264
38,860.8659057617188,530.943115234375,0.9981386661529541,829.7049560546875,452.274658203125,0.9999351501464844,900.3070678710938,522.462158203125,0.9999082088470459,934.5322875976562,568.0584716796875,0.999991774559021,783.0870361328125,406.8371276855469,0.9999850988388062,638.7405395507812,288.3995361328125,0.9999772310256958,797.8643798828125,284.4397277832031,0.9999042749404907,314.46142578125,322.7142639160156,0.9999881982803345,798.9714965820312,274.2189025878906,0.00799218937754631
39,854.4335327148438,530.943115234375,0.9992179870605469,828.8587646484375,452.0151672363281,0.9999314546585083,902.1461181640625,522.2781982421875,0.9998773336410522,936.8778686523438,566.4786987304688,0.9999858140945435,780.7242431640625,406.3155212402344,0.99998939037323,638.734619140625,288.3995361328125,0.9999765157699585,797.8615112304688,284.43243408203125,0.9999072551727295,314.46142578125,322.7681579589844,0.9999880790710449,798.9714965820312,274.2176818847656,0.0076480889692902565
40,849.0521240234375,530.943115234375,0.9965301156044006,827.8344116210938,451.1367492675781,0.9999029636383057,902.8707885742188,521.707275390625,0.9998880624771118,938.3818359375,565.3389282226562,0.9999951124191284,778.9406127929688,405.8542175292969,0.9999916553497314,638.734619140625,288.3995361328125,0.999976396560669,797.8667602539062,284.3644104003906,0.9999090433120728,314.46142578125,322.7703857421875,0.9999878406524658,798.9736938476562,274.1964111328125,0.007717201020568609
41,840.996826171875,532.5338745117188,0.7233653664588928,827.0249633789062,450.8002014160156,0.9998701810836792,903.754638671875,521.0928955078125,0.9998061060905457,939.7002563476562,563.2607421875,0.9999960660934448,777.1959228515625,405.54638671875,0.9999963045120239,638.7459106445312,288.3905334472656,0.9999756813049316,797.8673706054688,284.3442687988281,0.9999059438705444,314.4609680175781,322.7681579589844,0.9999880790710449,798.9736938476562,274.1964111328125,0.007760774344205856
42,823.49169921875,535.3970336914062,0.9730333685874939,825.5211181640625,450.8002014160156,0.9998214840888977,904.5524291992188,521.0928955078125,0.9997062087059021,941.356689453125,561.9661865234375,0.9999939203262329,776.2610473632812,405.2899475097656,0.9999980926513672,638.790771484375,288.38671875,0.9999756813049316,797.89697265625,284.2972412109375,0.9999121427536011,314.4609680175781,322.7681579589844,0.9999884366989136,798.9963989257812,274.1448059082031,0.006874529179185629
43,819.4685668945312,535.4541625976562,0.998748779296875,823.5187377929688,450.8002014160156,0.9999163150787354,905.204833984375,521.0928955078125,0.9996592998504639,943.2479248046875,560.8120727539062,0.9999891519546509,775.4968872070312,404.9348449707031,0.9999985694885254,638.790771484375,288.38671875,0.9999752044677734,797.89697265625,284.2645263671875,0.9999145269393921,314.4645690917969,322.786376953125,0.9999879598617554,799.00244140625,274.1448059082031,0.00734311155974865
44,814.3922729492188,537.7981567382812,0.9994538426399231,821.1498413085938,450.8517761230469,0.9999587535858154,905.328857421875,521.471435546875,0.9997243285179138,944.3001098632812,560.4086303710938,0.9999911785125732,774.8992309570312,404.7109069824219,0.9999988079071045,638.790771484375,288.38671875,0.9999761581420898,797.89697265625,284.2477722167969,0.9999167919158936,314.4645690917969,322.7941589355469,0.9999880790710449,799.048583984375,274.1448059082031,0.006923330947756767
45,811.507080078125,540.9931030273438,0.9996551275253296,819.0494384765625,451.0066223144531,0.9999551773071289,905.5830688476562,521.471435546875,0.9996834993362427,945.2741088867188,560.3104858398438,0.999992847442627,774.345947265625,404.3071594238281,0.999998927116394,638.790771484375,288.38671875,0.9999767541885376,797.89697265625,284.23089599609375,0.999915599822998,314.4627990722656,322.7941589355469,0.999988317489624,810.5872802734375,553.97802734375,0.02199266105890274
46,811.3211669921875,541.6611938476562,0.9995478987693787,817.1937255859375,451.0066223144531,0.9999314546585083,905.6956787109375,521.471435546875,0.9997206330299377,945.7158203125,560.2622680664062,0.9999933242797852,773.9752197265625,403.8807067871094,0.999998927116394,638.77001953125,288.3851013183594,0.999976396560669,797.8973999023438,284.2088928222656,0.9999178647994995,314.4645690917969,322.8210144042969,0.9999881982803345,810.5872802734375,553.9818725585938,0.019535230472683907
47,811.1117553710938,542.0598754882812,0.9996864795684814,815.973388671875,451.0066223144531,0.9998736381530762,905.7371826171875,521.1860961914062,0.9997637867927551,946.2265625,560.1034545898438,0.9999936819076538,773.7816162109375,403.6655578613281,0.9999990463256836,638.7561645507812,288.3851013183594,0.9999747276306152,797.8973999023438,284.1985778808594,0.9999210834503174,314.4645690917969,322.85113525390625,0.999988317489624,810.5872802734375,554.1251220703125,0.01376277208328247
48,811.1117553710938,542.0598754882812,0.9996871948242188,815.973388671875,450.7773132324219,0.9998912811279297,905.8271484375,520.45654296875,0.9998151659965515,946.920166015625,559.2872314453125,0.9999915361404419,773.7348022460938,403.54864501953125,0.999998927116394,638.77001953125,288.36163330078125,0.999975323677063,797.9342041015625,284.1498718261719,0.9999252557754517,314.4627990722656,322.8560791015625,0.999988317489624,810.2403564453125,554.12744140625,0.011146420612931252
49,811.1117553710938,542.0598754882812,0.9995880722999573,815.8577880859375,450.28607177734375,0.9998902082443237,905.84619140625,519.4970703125,0.9998582601547241,946.920166015625,558.5856323242188,0.9999853372573853,773.7348022460938,403.43524169921875,0.999998927116394,638.77001953125,288.36163330078125,0.9999759197235107,797.9342041015625,284.1225891113281,0.9999226331710815,314.482421875,322.9054260253906,0.9999885559082031,809.9783325195312,554.12744140625,0.010534994304180145
50,811.1117553710938,542.0450439453125,0.9996088147163391,815.8577880859375,450.0418701171875,0.999872088432312,905.84619140625,518.9828491210938,0.9998692274093628,946.920166015625,557.24951171875,0.9999876022338867,773.7348022460938,403.2867736816406,0.9999988079071045,638.7391967773438,288.3673095703125,0.9999743700027466,797.9409790039062,284.1020812988281,0.9999229907989502,314.4902648925781,322.92266845703125,0.9999884366989136,809.7408447265625,554.12744140625,0.007520521525293589
51,811.2157592773438,542.0450439453125,0.9996148347854614,816.1555786132812,450.0418701171875,0.9998890161514282,905.84619140625,518.9828491210938,0.9998704195022583,946.3462524414062,556.5078125,0.9999864101409912,773.9100341796875,403.2867736816406,0.9999988079071045,638.7239379882812,288.36163330078125,0.999976396560669,797.9409790039062,284.0932922363281,0.9999232292175293,314.4921875,322.9233703613281,0.9999886751174927,799.1610107421875,274.0393371582031,0.006781880743801594
